"","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000273329","RP11-448A19.1",-0.857151196193535,1.49613803799457,-3.09007918090813,0.00426816881425985,0.999977295329465,-2.56437419953328
"ENSG00000086475","SEPHS1",-0.440365894719182,4.25818014552046,-2.7925968155115,0.00897866854970559,0.999977295329465,-2.56441034091286
"ENSG00000136478","TEX2",0.893517469434892,2.27284788017907,2.97948439019085,0.00564736602654647,0.999977295329465,-2.56946978976558
"ENSG00000117751","PPP1R8",0.710460487075336,3.48723472179776,2.82470022191389,0.00829869899598939,0.999977295329465,-2.5701305885552
"ENSG00000227252","AC105760.2",-3.65166989605673,-0.752479957065221,-4.63123952191747,6.47264735242312e-05,0.249455828962387,-2.59611531955656
"ENSG00000124549","BTN2A3P",-1.73009233317427,0.45491145037213,-3.38676458254961,0.00197747422990836,0.999977295329465,-2.61166123646822
"ENSG00000276471","RP11-398A8.5",-3.06824386358287,-0.212771814706995,-4.29053769211694,0.000168493826411166,0.324687603494317,-2.61288520319772
"ENSG00000112031","MTRF1L",0.818543429609137,2.34916812531324,2.8988556576831,0.00690846332000882,0.999977295329465,-2.61737232624696
"ENSG00000257913","RP11-386G11.5",1.40104724781575,0.899717159498826,3.57980593756117,0.00118391943881505,0.829604639489672,-2.62624709143766
"ENSG00000271009","RP11-346C20.3",3.36310820633032,-1.00102509525747,4.38896141154059,0.000127934299803324,0.281747880824006,-2.63742589432577
"ENSG00000083750","RRAGB",-0.612040238231446,3.12951419658678,-2.78154759429351,0.00922453978313036,0.999977295329465,-2.64081802888212
"ENSG00000197620","CXorf40A",0.554740996517229,4.00027039061374,2.75629100677071,0.00981043716209736,0.999977295329465,-2.64369034962121
"ENSG00000182986","ZNF320",-0.803186505760963,2.4635218306714,-2.84284283668239,0.00793612121117362,0.999977295329465,-2.66043257835345
"ENSG00000254996","ANKHD1-EIF4EBP3",-1.32559187648671,0.490000937910067,-3.32255113858063,0.00234062792850984,0.999977295329465,-2.66280901905416
"ENSG00000132964","CDK8",0.877819209590806,2.0397994179755,2.96102808467328,0.00591519107628148,0.999977295329465,-2.66398445493597
"ENSG00000214113","LYRM4",0.567178135337477,3.53065992254571,2.75439213909479,0.00985586531003596,0.999977295329465,-2.67784227293983
"ENSG00000122507","BBS9",0.652767714798004,3.51079655556213,2.7407186771044,0.0101888407855126,0.999977295329465,-2.69820516477946
"ENSG00000258044","RP11-530C5.2",-1.68988238464105,-0.0804669703781456,-3.65441224252304,0.000968804591502899,0.71119483726708,-2.72951653367107
"ENSG00000234912","SNHG20",-0.688883362339132,2.73398011588765,-2.78323316605536,0.00918662845190288,0.999977295329465,-2.73797118013145
"ENSG00000287875",NA,-1.24112971593062,1.23637437708793,-3.03462320220528,0.00491398720606391,0.999977295329465,-2.74894954077292
"ENSG00000165507","C10orf10",2.1714606098784,-0.064878688649985,3.55431954396501,0.00126751130241103,0.849563227737758,-2.76534022388537
"ENSG00000132323","ILKAP",0.345918121632154,5.34341107232643,2.67665239181605,0.0118936251536302,0.999977295329465,-2.76653496307367
"ENSG00000196951","SCOC-AS1",3.23028042125779,-1.02197913142721,4.20897233103087,0.000211527327084012,0.34151188052071,-2.77019700148448
"ENSG00000259926","RP11-44F14.5",-2.11914663226098,-0.128152385194902,-3.66088842728885,0.000952034654604116,0.71119483726708,-2.78717138683059
"ENSG00000169188","APEX2",-0.501364436742834,4.41051564203437,-2.66532579890162,0.012221360465392,0.999977295329465,-2.79542216672996
"ENSG00000268056","CTD-3032J10.2",2.98265594328698,-0.743701683044661,4.19236940195952,0.000221530799507467,0.34151188052071,-2.83887645103084
"ENSG00000258056","RP11-644F5.11",-0.981529931517944,2.07383204553379,-2.76673375193717,0.00956408762492484,0.999977295329465,-2.84151346489538
"ENSG00000130766","SESN2",0.7404781523766,3.38566905063001,2.6985758743645,0.0112823874226645,0.999977295329465,-2.84295888063913
"ENSG00000225507","AC069282.6",-3.18643850347265,-0.948034949294332,-4.11221574994094,0.000276764025673987,0.387872201799107,-2.84316202617813
"ENSG00000196792","STRN3",-0.596275181668882,2.72931631615781,-2.69816165082972,0.0112936597763535,0.999977295329465,-2.8447700106591
"ENSG00000280027","RP11-44F14.10",-1.18903779287575,2.11969247661912,-2.7362975936469,0.0102987325304944,0.999977295329465,-2.87140862588651
"ENSG00000279330","AJ003147.11",-1.47418464345368,1.09301963339989,-3.02837988826239,0.00499224896424395,0.999977295329465,-2.88776474685264
"ENSG00000286942",NA,-3.18508290403804,-0.255707946972076,-3.9083922719994,0.000485542596334327,0.541761709680793,-2.8907071335407
"ENSG00000203875","SNHG5",-0.889992395494333,2.31472072556361,-2.70770780884064,0.0110365265709191,0.999977295329465,-2.89547562045396
"ENSG00000272106","RP11-345P4.9",-0.752095223586442,1.97658228524605,-2.70916865343354,0.0109976626139742,0.999977295329465,-2.92178834078267
"ENSG00000167333","TRIM68",0.748036695001868,2.98106501145909,2.66320973935611,0.0122835123628684,0.999977295329465,-2.92543950453976
"ENSG00000182768","NGRN",-0.625521612527711,2.49519692741164,-2.67418604633962,0.0119642845453287,0.999977295329465,-2.92627092682149
"ENSG00000008277","ADAM22",-1.01225802625328,1.05376488976776,-2.91752707167554,0.00659473895942587,0.999977295329465,-2.93983955854194
"ENSG00000279880","RP11-855A2.2",2.25273186087928,-0.443299046218101,3.79681421296146,0.00065865544864135,0.63461452476594,-2.97071707915576
"ENSG00000197632","SERPINB2",-1.63244016707053,0.786297065664573,-3.11035439682963,0.00405287890888696,0.999977295329465,-2.97289337305018
"ENSG00000130584","ZBTB46",1.57265072920567,0.315829644402184,3.3516406901591,0.00216880301273917,0.999977295329465,-2.97473320592894
"ENSG00000284830",NA,2.5938485576804,-0.766167332291611,3.90357428269636,0.000491999476876693,0.541761709680793,-2.98582862577649
"ENSG00000168795","ZBTB5",-0.832282650333955,2.285634997133,-2.65901514468894,0.012407583677102,0.999977295329465,-2.98806585435918
"ENSG00000183340","JRKL",0.889718235405315,2.6951832031965,2.63685867390981,0.0130824955608627,0.999977295329465,-2.99838404942261
"ENSG00000198873","GRK5",-0.562968230726606,4.02819049299713,-2.5524128629767,0.0159792985205889,0.999977295329465,-3.00168281706214
"ENSG00000185986","SDHAP3",-0.604135589353532,2.58846905398551,-2.59936482248617,0.0143027266659274,0.999977295329465,-3.01503868436978
"ENSG00000263766","RP11-580I16.2",-1.19472286656002,1.02923399633853,-2.93316656178389,0.00634235513379952,0.999977295329465,-3.02147142090969
"ENSG00000233554","B4GALT1-AS1",1.15360740818659,1.24978016717482,2.88663297494914,0.00712139845069217,0.999977295329465,-3.02185560982856
"ENSG00000180787","ZFP3",-0.999667755223436,1.57140169994294,-2.72480219838452,0.0105896691738978,0.999977295329465,-3.04225456137372
"ENSG00000157881","PANK4",-0.445379059662941,4.83500038995281,-2.51744094918274,0.0173439948958373,0.999977295329465,-3.05495111964488
"ENSG00000107554","DNMBP",-0.722742143186233,1.84068943530823,-2.6810109518664,0.0117697037491431,0.999977295329465,-3.06098129735438
"ENSG00000136231","IGF2BP3",1.75095788167304,0.424737964826712,3.03539624035366,0.00490437837195864,0.999977295329465,-3.06438617064303
"ENSG00000175048","ZDHHC14",-1.00994375345281,1.82587907930818,-2.65211963441491,0.0126140795667389,0.999977295329465,-3.06643771999014
"ENSG00000105556","MIER2",1.82245535761419,1.0821905440418,3.1115528611925,0.00404048242230829,0.999977295329465,-3.06827604981089
"ENSG00000211857","TRAJ32",-0.899542704092013,1.48025393130748,-2.74613188160259,0.0100557807560529,0.999977295329465,-3.07738616714172
"ENSG00000116273","PHF13",-0.838792351572415,2.18888681786876,-2.63894237119471,0.0130176006201743,0.999977295329465,-3.08812984127413
"ENSG00000260711","RP11-747H7.3",-0.874653338469324,2.81699103329978,-2.52172547996076,0.0171712141456961,0.999977295329465,-3.08901623984874
"ENSG00000269086","CTC-523E23.5",1.54170854680499,0.789827253406884,3.18021854234526,0.00338758535007838,0.999977295329465,-3.09925592033399
"ENSG00000063241","ISOC2",0.61808991833701,3.70820232102519,2.50694149746715,0.0177741901862159,0.999977295329465,-3.10437959478645
"ENSG00000112699","GMDS",-0.517056624960967,3.700304481087,-2.48913113387034,0.0185264413427356,0.999977295329465,-3.11330995947522
"ENSG00000172493","AFF1",0.395453678204606,5.16123885096055,2.48354169106825,0.0187684838576458,0.999977295329465,-3.11587498040295
"ENSG00000100478","AP4S1",-0.557695392523343,2.78022715572309,-2.50193216562392,0.0179828778655574,0.999977295329465,-3.12529390385253
"ENSG00000265907","RP11-737O24.2",-0.813240690828935,1.57722920916073,-2.67098059935456,0.0120567025947188,0.999977295329465,-3.13016168700969
"ENSG00000163528","CHCHD4",0.497191046642167,3.98374144427683,2.47343554620549,0.0192134993771124,0.999977295329465,-3.13411208351694
"ENSG00000137494","ANKRD42",-0.684865785160105,2.36707818067567,-2.54768663952883,0.0161577531639937,0.999977295329465,-3.14420589423247
"ENSG00000155034","FBXL18",-0.70200468195464,2.15268902507697,-2.58580418682869,0.0147694259419021,0.999977295329465,-3.14793172487717
"ENSG00000122557","HERPUD2",-0.397964791176523,5.47085634490597,-2.46533677744109,0.0195770871510664,0.999977295329465,-3.15237926070133
"ENSG00000086200","IPO11",0.604845020707706,2.88000829347258,2.50201227212442,0.0179795229934004,0.999977295329465,-3.15314764001381
"ENSG00000159267","HLCS",-0.703409697841771,2.23133443982666,-2.5220148287914,0.017159603002062,0.999977295329465,-3.15413285423433
"ENSG00000268001","CARD8-AS1",-0.880756179020726,4.04781442033561,-2.46007413495622,0.0198167197533687,0.999977295329465,-3.15435172347184
"ENSG00000272758","RP11-299J3.8",-2.00262373643609,-0.164554520724506,-3.33096417557602,0.00228963338634155,0.999977295329465,-3.15544737986662
"ENSG00000139291","TMEM19",-0.568070577673518,3.45647847405515,-2.4561138456575,0.0199988197088699,0.999977295329465,-3.170206554616
"ENSG00000173214","MFSD4B",-0.722804070406604,2.91877434847014,-2.48325413275148,0.0187810143331058,0.999977295329465,-3.17626130806113
"ENSG00000168758","SEMA4C",0.831821720252039,2.74113224883561,2.52759224006857,0.0169371979187891,0.999977295329465,-3.1780103721416
"ENSG00000160111","CPAMD8",0.953767761066566,1.68293897688045,2.64893560409519,0.0127105037241082,0.999977295329465,-3.18051662466328
"ENSG00000143324","XPR1",-0.487970747175045,3.02719223531579,-2.46654255295581,0.0195225580210904,0.999977295329465,-3.18092490025224
"ENSG00000101654","RNMT",0.401356227412567,4.70775697168018,2.44236612034256,0.0206429225358619,0.999977295329465,-3.18621771776664
"ENSG00000135916","ITM2C",-0.686802897105679,3.99392266515167,-2.44366615743569,0.0205812105406167,0.999977295329465,-3.19405859000934
"ENSG00000164663","USP49",-1.14914662923385,0.916979372581292,-2.78055914322216,0.00924683982061302,0.999977295329465,-3.19599747690687
"ENSG00000099219","ERMP1",-0.633162213831537,2.80741351923236,-2.46016581571389,0.0198125221914386,0.999977295329465,-3.20485517644208
"ENSG00000175595","ERCC4",-0.507904128336896,3.24390520439823,-2.43461706792861,0.021014291879513,0.999977295329465,-3.20703272572536
"ENSG00000229852","RP11-398K22.12",-1.16009131625182,0.514295239221478,-2.79622726966759,0.00889923226149147,0.999977295329465,-3.20826643076556
"ENSG00000229052","RP11-386I23.1",2.17372779292509,-0.366271089133635,3.46242717875143,0.00161900700168097,0.998344477516554,-3.21074431989391
"ENSG00000108064","TFAM",0.444184426980961,4.85939963719618,2.42879741021299,0.0212972032818881,0.999977295329465,-3.21197325486851
"ENSG00000253558","CTD-2179L22.1",-3.08727479128875,-0.722700820483152,-3.53542305837862,0.00133315171776556,0.856327786711414,-3.2199175032715
"ENSG00000281005","LINC00921",0.608679262440028,3.01271605803477,2.47549331794637,0.0191221096393762,0.999977295329465,-3.22202388391455
"ENSG00000137413","TAF8",0.394029504222464,3.99856436315489,2.4174896935144,0.0218568842970138,0.999977295329465,-3.22733578860164
"ENSG00000120738","EGR1",-1.80642171080532,0.68025875040526,-2.83078252792111,0.00817544567321868,0.999977295329465,-3.22792650052317
"ENSG00000196417","ZNF765",1.04937265236244,2.32980823416597,2.51552289936555,0.0174218608248896,0.999977295329465,-3.23193224168712
"ENSG00000281183","NPTN-IT1",-0.555946647274499,2.74958618617465,-2.44364427873188,0.0205822477112266,0.999977295329465,-3.23455393550808
"ENSG00000082068","WDR70",-0.438543822428408,4.34166787717677,-2.40450647839121,0.0225160427594992,0.999977295329465,-3.24948792180292
"ENSG00000114742","WDR48",-0.369983577356933,5.18270553811907,-2.40814464895385,0.0223295263970926,0.999977295329465,-3.24991686101839
"ENSG00000251615","RP11-774O3.3",1.63320635324622,0.555889838834598,2.88445063476308,0.00716006250699673,0.999977295329465,-3.25120598661869
"ENSG00000000003","TSPAN6",2.84352617209914,-0.0312106793175273,3.34310199260925,0.00221793942613975,0.999977295329465,-3.25571306124209
"ENSG00000272142","RP11-428J1.5",-1.7132115132285,-0.375162214180684,-3.03331187393454,0.00493032784764528,0.999977295329465,-3.25734524045644
"ENSG00000065485","PDIA5",-1.10122798279205,1.82941179705692,-2.55190071680515,0.015998548096311,0.999977295329465,-3.26491471256609
"ENSG00000186104","CYP2R1",-0.458011750767304,3.52899936302768,-2.39484291098703,0.0230183830383253,0.999977295329465,-3.26704144709735
"ENSG00000255559","ZNF252P-AS1",2.3316615240812,-0.0753126777347118,3.35567089393495,0.00214597635773935,0.999977295329465,-3.26788930415411
"ENSG00000271122","RP11-379H18.1",-0.931766030576612,1.18972077865776,-2.63028034726684,0.0132893476471188,0.999977295329465,-3.2684828713931
"ENSG00000205930","C21orf62-AS1",-0.69962959553564,2.56546104703751,-2.43351597290657,0.021067554397727,0.999977295329465,-3.2689638159904
"ENSG00000206530","CFAP44",1.31394299931448,1.51834563448395,2.67094283388981,0.0120577953802949,0.999977295329465,-3.28020915407847
"ENSG00000229180","GS1-124K5.11",-0.377878256927124,4.4266723351844,-2.38270735730093,0.023663690696445,0.999977295329465,-3.28578317709178
"ENSG00000169372","CRADD",0.503734370071612,3.99666618102051,2.36448819204353,0.024663467707268,0.999977295329465,-3.31414314207604
"ENSG00000156500","FAM122C",0.702734374653209,2.54353635725549,2.42134726171479,0.0216644594081094,0.999977295329465,-3.31452507155528
"ENSG00000164597","COG5",-0.59303055331451,3.90513762409826,-2.35906314541038,0.0249685051335145,0.999977295329465,-3.32297231351967
"ENSG00000125746","EML2",-0.758017024559626,3.48906823257875,-2.36451988346038,0.0246616957738492,0.999977295329465,-3.32339131595158
"ENSG00000231789","PIK3CD-AS2",-1.2209906811126,0.112997243195768,-2.97701513348805,0.00568252107207259,0.999977295329465,-3.32874646070468
"ENSG00000159164","SV2A",-1.95826872624078,0.0238060772116829,-3.26032147301613,0.00275317997375335,0.999977295329465,-3.33171608231851
"ENSG00000106701","FSD1L",1.30778952083397,0.951326583569895,2.70407386457549,0.0111337593888047,0.999977295329465,-3.33599787745623
"ENSG00000140025","EFCAB11",1.17929496077909,0.816182952481727,2.6921015118137,0.0114597802285416,0.999977295329465,-3.34167265579577
"ENSG00000230701","FBXW4P1",0.886427293372217,1.95829284581943,2.43622772506645,0.02093660250133,0.999977295329465,-3.34509412634574
"ENSG00000272518","RP11-26J3.3",2.62660091213467,-0.96572499838672,3.38608279594014,0.00198102841003364,0.999977295329465,-3.34645756508873
"ENSG00000166800","LDHAL6A",1.07723942629331,0.157544625677441,2.7374603811494,0.0102697231173515,0.999977295329465,-3.36361120975667
"ENSG00000133466","C1QTNF6",-1.13044975443187,1.72090412865724,-2.49184536761033,0.0184099426888363,0.999977295329465,-3.3649158539484
"ENSG00000272948","AP001412.1",0.957521298267745,0.668095715247352,2.59297465468258,0.014520921573078,0.999977295329465,-3.36532342452241
"ENSG00000172748","ZNF596",1.42527026717558,0.815224988432628,2.66087390443879,0.0123524606218271,0.999977295329465,-3.36685145028915
"ENSG00000150990","DHX37",1.05122344566523,1.48978902374008,2.57502242817613,0.01515049863999,0.999977295329465,-3.37385555771408
"ENSG00000121897","LIAS",-0.518506631559782,3.27496317320419,-2.32957505291373,0.0266873196984099,0.999977295329465,-3.37649690335257
"ENSG00000162437","RAVER2",-1.42076416566323,0.560176352372445,-2.82231959209454,0.00834741411872537,0.999977295329465,-3.37672459553959
"ENSG00000175662","TOM1L2",0.488953154443539,4.20326612234625,2.32374605466542,0.0270395272499478,0.999977295329465,-3.38017484992113
"ENSG00000167733","HSD11B1L",-1.37829818901122,0.809802605169313,-2.67452120614618,0.0119546595247972,0.999977295329465,-3.39316074476425
"ENSG00000213139","CRYGS",-0.919701273381791,0.892871704878152,-2.54183910739848,0.0163810910381367,0.999977295329465,-3.39550454484555
"ENSG00000129219","PLD2",-0.73527314827112,2.53953372104041,-2.37174708078658,0.0242606188713383,0.999977295329465,-3.39831673147389
"ENSG00000082438","COBLL1",-1.16603077210652,2.02423716488587,-2.37677563467522,0.0239850681217305,0.999977295329465,-3.40308541741915
"ENSG00000267480","RP11-703I16.1",-2.2452501813673,-0.881725326298652,-3.26537876806002,0.00271720438852841,0.999977295329465,-3.4138094496168
"ENSG00000287613",NA,1.99402310006128,-0.180523340824487,3.20644614311814,0.00316586557345775,0.999977295329465,-3.41400356624738
"ENSG00000241112","RPL29P14",2.48942912066131,-0.680759613905984,3.22309665225918,0.00303238436517952,0.999977295329465,-3.41401402753157
"ENSG00000184840","TMED9",-0.395589773269753,6.90878331513292,-2.31371947731762,0.0276552325755958,0.999977295329465,-3.41440945110194
"ENSG00000158691","ZSCAN12",0.653286554426126,1.74233092542507,2.41024485338226,0.0222224992855054,0.999977295329465,-3.4149500943314
"ENSG00000163626","COX18",-0.581354350743458,2.42036477713952,-2.32909828152642,0.0267159708625778,0.999977295329465,-3.41896632463917
"ENSG00000179152","TCAIM",-0.505078203262234,3.49491439274628,-2.29930917493861,0.0285623699698726,0.999977295329465,-3.42050889688216
"ENSG00000083814","ZNF671",-0.505349625449043,4.36459791410251,-2.29803534346753,0.0286438389553416,0.999977295329465,-3.42560256936668
"ENSG00000285653",NA,3.51213411001413,-1.18553534324151,3.25905485881446,0.00276226141051259,0.999977295329465,-3.42578370658527
"ENSG00000165131","C7orf34",-2.09339756771615,-0.209975697005989,-3.10020494689998,0.00415932345598788,0.999977295329465,-3.42677362781822
"ENSG00000101444","AHCY",-0.452133089742709,4.02204017471661,-2.29297948108968,0.0289692665561076,0.999977295329465,-3.42928842515554
"ENSG00000123689","G0S2",1.04459315332089,2.32462773829939,2.33933159257116,0.0261070946694169,0.999977295329465,-3.42945929928203
"ENSG00000159433","STARD9",1.31551204743714,0.932327664949408,2.5961872246256,0.0144108447893013,0.999977295329465,-3.43604148695932
"ENSG00000162384","C1orf123",0.332051160606242,5.43821857588735,2.30048756309323,0.0284871917577121,0.999977295329465,-3.43874562336241
"ENSG00000186310","NAP1L3",-1.21423684741077,0.916852508193506,-2.45440444984306,0.0200778929591482,0.999977295329465,-3.44138159569816
"ENSG00000265996","MIR3671",1.46408509556572,0.612991247232319,2.67676565568889,0.0118903895544936,0.999977295329465,-3.44390487504027
"ENSG00000176124","DLEU1",-0.691215385971151,2.39594152324313,-2.34263813971795,0.0259130652653809,0.999977295329465,-3.44578060138287
"ENSG00000173041","ZNF680",-0.886285218118801,1.90556763817336,-2.34224032002073,0.0259363400076653,0.999977295329465,-3.44621946142009
"ENSG00000005436","GCFC2",-0.490955410060584,3.09632264838315,-2.28227399872255,0.0296693904210426,0.999977295329465,-3.4509374920211
"ENSG00000188493","C19orf54",-0.65805534935014,2.46829688458573,-2.33846587319103,0.0261581127099396,0.999977295329465,-3.45552848321279
"ENSG00000165506","DNAAF2",-0.492840263335665,3.63837015813059,-2.27402093726662,0.0302195175278351,0.999977295329465,-3.45918204289696
"ENSG00000149257","SERPINH1",-0.828731001345285,1.81658707039906,-2.35446778199103,0.0252295698503162,0.999977295329465,-3.46029681348453
"ENSG00000173875","ZNF791",-0.336655097976483,4.70322641620172,-2.28145824127033,0.0297233611989668,0.999977295329465,-3.46060607049755
"ENSG00000279277","RP11-861A13.3",0.628476781329105,3.34698056679389,2.2764534468858,0.0300564240529915,0.999977295329465,-3.46176217726723
"ENSG00000288076",NA,0.991600708954546,1.06339542700783,2.44906716707543,0.0203266318846326,0.999977295329465,-3.47090642754005
"ENSG00000279573","RP11-855A2.1",-1.44940791484247,-0.398390068480872,-2.87053072662165,0.00741137007482725,0.999977295329465,-3.47154923932346
"ENSG00000262420","RP11-490O6.2",2.87606333348266,-0.997324037198322,3.16108181176438,0.0035586428669778,0.999977295329465,-3.47758309760033
"ENSG00000003987","MTMR7",-1.53735638347989,-0.486057717056128,-2.89649159200012,0.00694917447345955,0.999977295329465,-3.4816208960926
"ENSG00000101160","CTSZ",0.799618898332064,4.43851488611898,2.25875964891354,0.0312610861401917,0.999977295329465,-3.4832445742272
"ENSG00000283208","RP11-226E21.4",-1.1463874167831,0.482832988008502,-2.54486767793611,0.0162650662298049,0.999977295329465,-3.48442519325646
"ENSG00000186666","BCDIN3D",-0.574965022225078,2.50501269197381,-2.29231296642239,0.0290124160588139,0.999977295329465,-3.48607417184333
"ENSG00000115840","SLC25A12",-0.490311278818036,3.57856659812339,-2.25566982775457,0.0314758596550335,0.999977295329465,-3.48852961191325
"ENSG00000178773","CPNE7",1.88542455648466,0.122652783673573,2.86615727436933,0.0074920267955041,0.999977295329465,-3.48979171290265
"ENSG00000088881","EBF4",2.13351670751985,-0.651478871700875,3.14893184332867,0.003671494945282,0.999977295329465,-3.48988463327959
"ENSG00000221930","FAM45BP",-1.15860169977922,0.301374813572146,-2.66943287839805,0.0121015631875409,0.999977295329465,-3.49396270253554
"ENSG00000171865","RNASEH1",-0.457659290005823,3.04212183175192,-2.25530127976205,0.0315015659338883,0.999977295329465,-3.49562995126549
"ENSG00000138778","CENPE",-1.05770724887929,2.06895992789564,-2.30515506560551,0.0281911717307391,0.999977295329465,-3.49777643478533
"ENSG00000265778","RP11-17M16.2",-2.09960770964346,-0.76448659730708,-3.20820925098567,0.00315146959821509,0.999977295329465,-3.49899015854868
"ENSG00000279529","CTD-3222D19.8",0.918872849829354,1.73225088865687,2.36417481365427,0.0246809955825629,0.999977295329465,-3.5008592219343
"ENSG00000065057","NTHL1",0.568632271379588,3.74362856009312,2.24169199264149,0.032464151426046,0.999977295329465,-3.50920545817882
"ENSG00000171962","DRC3",-1.62625204822859,-0.375914019941124,-2.72694466768443,0.0105348702029061,0.999977295329465,-3.5132645820619
"ENSG00000259274","CTD-2501E16.2",1.9743394333444,-0.131168961370191,2.9796618275784,0.00564484777894639,0.999977295329465,-3.51554332172898
"ENSG00000246982","RP1-179N16.6",2.8400395553551,-0.690829821297022,3.03584843956747,0.00489876582475656,0.999977295329465,-3.51717725930485
"ENSG00000125900","SIRPD",1.55331309185619,0.268966650476744,2.84824596982439,0.00783105141956127,0.999977295329465,-3.52104509477191
"ENSG00000124104","SNX21",-0.882497377028375,1.59775194952788,-2.3475871484191,0.0256251006182229,0.999977295329465,-3.52371155917181
"ENSG00000120539","MASTL",-0.888283172718673,1.44636509363931,-2.34759824753775,0.0256244580799043,0.999977295329465,-3.5277295978755
"ENSG00000279500","RP11-21K12.2",-0.500982614393374,3.86711909435111,-2.2237897513177,0.0337706343236207,0.999977295329465,-3.53756536355915
"ENSG00000271976","RP11-884K10.7",-0.984125384338977,0.300241879184345,-2.45112428766939,0.0202304293995021,0.999977295329465,-3.53758907304253
"ENSG00000286638",NA,-2.56414600927075,-0.463066698967928,-3.00515070989275,0.00529394497919635,0.999977295329465,-3.53920252077339
"ENSG00000140451","PIF1",-1.53910327913674,-0.531224462717958,-2.69433737188643,0.0113982275965601,0.999977295329465,-3.54727035565519
"ENSG00000196510","ANAPC7",0.36011794237398,4.46142295008489,2.2209118621336,0.0339850085469489,0.999977295329465,-3.54884037101137
"ENSG00000261546","CTD-2555A7.3",2.41922729667676,-0.873929217808047,3.13699890710209,0.00378564970990205,0.999977295329465,-3.54995260945022
