"","Symbol","Time","TimeMale","AveExpr","F","P.Value","adj.P.Val"
"ENSG00000260816","RP11-319G9.3",-0.624137109128287,-1.97653851897125,-0.0631847141040173,7.0429050988147,0.00308104835532336,0.999936610241165
"ENSG00000272518","RP11-26J3.3",0.502095604621243,2.62660091213467,-0.96572499838672,7.02265227142225,0.00312394214336778,0.999936610241165
"ENSG00000087586","AURKA",0.299269374003559,1.41833589189776,0.956588268893054,6.92929367405757,0.00333006483737564,0.999936610241165
"ENSG00000197976","AKAP17A",0.234366641426097,0.106869646343661,5.94683497149438,6.92331536674763,0.00334374898625459,0.999936610241165
"ENSG00000283897",NA,1.01044132387328,0.60392188575243,-0.332544432293368,6.86573113174708,0.00347866947801537,0.999936610241165
"ENSG00000237190","CDKN2AIPNL",-0.309251475168539,-0.321179040456507,3.70266464995933,6.85294726671181,0.00350940237231308,0.999936610241165
"ENSG00000166800","LDHAL6A",0.0423278043181466,1.07723942629331,0.157544625677441,6.83824306447276,0.00354511016808573,0.999936610241165
"ENSG00000115355","CCDC88A",-0.323914320860704,-0.233934470003825,5.07906409643855,6.80912593337045,0.00361696641683381,0.999936610241165
"ENSG00000260992","DOCK9-AS2",0.73816208631297,0.202535990277402,0.0563585244088021,6.80180616675281,0.0036352735592735,0.999936610241165
"ENSG00000184220","CMSS1",0.394774980592443,1.10770901366416,2.92800108928688,6.76996333095808,0.00371607165002334,0.999936610241165
"ENSG00000259926","RP11-44F14.5",-0.699314628867905,-2.11914663226098,-0.128152385194902,6.74137530590925,0.00379024296966999,0.999936610241165
"ENSG00000258044","RP11-530C5.2",-0.652753816247461,-1.68988238464105,-0.0804669703781456,6.72363422660272,0.00383706443022985,0.999936610241165
"ENSG00000280069","CTD-2349P21.3",0.353179442020142,-1.62402377354191,-0.893777145509,6.64815090392811,0.00404328102723129,0.999936610241165
"ENSG00000000003","TSPAN6",1.43242674231066,2.84352617209914,-0.0312106793175273,6.56906662948291,0.0042720666892828,0.999936610241165
"ENSG00000284747",NA,-1.33606422212757,-1.50481665945754,-0.811870554311815,6.54327225261033,0.00434964191812166,0.999936610241165
"ENSG00000124549","BTN2A3P",-0.40331481585905,-1.73009233317427,0.45491145037213,6.45554034306364,0.0046249318977728,0.999936610241165
"ENSG00000132017","DCAF15",0.630055614444103,1.18380380575004,2.73835320554224,6.41609385260337,0.00475470970357352,0.999936610241165
"ENSG00000165507","C10orf10",0.768730457174446,2.1714606098784,-0.064878688649985,6.31709827344845,0.00509780741782878,0.999936610241165
"ENSG00000272758","RP11-299J3.8",-0.97423565192707,-2.00262373643609,-0.164554520724506,6.30553827994357,0.00513956078346387,0.999936610241165
"ENSG00000227398","KIF9-AS1",0.810773869657753,1.02193296657016,0.358072749922118,6.29116467644803,0.00519198572961972,0.999936610241165
"ENSG00000253558","CTD-2179L22.1",-1.03615934987334,-3.08727479128875,-0.722700820483152,6.27324499813074,0.00525814401061172,0.999936610241165
"ENSG00000156398","SFXN2",0.686309854498693,0.640167459779553,1.93502428880282,6.26968440338013,0.0052713962028661,0.999936610241165
"ENSG00000112378","PERP",0.330194683152218,-0.141785341424243,1.85684875402951,6.26850895707952,0.00527577891539663,0.999936610241165
"ENSG00000241112","RPL29P14",1.28478951018478,2.48942912066131,-0.680759613905984,6.26596903056189,0.00528526243496173,0.999936610241165
"ENSG00000119227","PIGZ",-0.0249491140841253,1.23987988663775,-0.00205622018360154,6.26214567360563,0.00529957228276067,0.999936610241165
"ENSG00000229052","RP11-386I23.1",0.620687496618337,2.17372779292509,-0.366271089133635,6.24517559427412,0.00536358732726613,0.999936610241165
"ENSG00000279330","AJ003147.11",-0.220388250207102,-1.47418464345368,1.09301963339989,6.20018425207345,0.00553732839020611,0.999936610241165
"ENSG00000130299","GTPBP3",0.298101614288356,-0.0666378627869242,2.23055814720109,6.1967261718066,0.0055509283712121,0.999936610241165
"ENSG00000254996","ANKHD1-EIF4EBP3",-0.311672443926504,-1.32559187648671,0.490000937910067,6.19086139615628,0.00557407490874419,0.999936610241165
"ENSG00000137171","KLC4",0.0653107064933485,-0.567821212048852,3.11394550888129,6.16765692354515,0.0056666700635669,0.999936610241165
"ENSG00000125730","C3",1.18547560081025,1.63638916688416,-0.20611096183263,6.16693066690173,0.00566959445341311,0.999936610241165
"ENSG00000135372","NAT10",0.341217815651849,0.556034437627075,4.22116908566672,6.16685720616995,0.00566989034452202,0.999936610241165
"ENSG00000265778","RP11-17M16.2",-1.07603906736052,-2.09960770964346,-0.76448659730708,6.16062645322819,0.00569504709276652,0.999936610241165
"ENSG00000234493","RHOXF1P1",0.978271977708716,0.534934709155007,-0.0597597345360178,6.15272548201414,0.00572711861484282,0.999936610241165
"ENSG00000171045","TSNARE1",0.547737467853889,0.47523803966004,2.6434742367983,6.09855875351447,0.00595224354824001,0.999936610241165
"ENSG00000150048","CLEC1A",-0.00844755882225501,1.09847362307284,0.443061892358134,5.99197179959207,0.00642325190735833,0.999936610241165
"ENSG00000281005","LINC00921",0.42457605117286,0.608679262440028,3.01271605803477,5.96338886873924,0.0065562077892855,0.999936610241165
"ENSG00000180008","SOCS4",-0.158848065854464,0.199198381742384,3.39085248403314,5.9586005278663,0.00657876662265314,0.999936610241165
"ENSG00000119421","NDUFA8",-0.0256965080249318,0.3346102026911,5.06336502889254,5.93860300006879,0.00667387734153665,0.999936610241165
"ENSG00000259436","CTC-378H22.2",-0.292384730524804,-1.15887039260677,2.33260425180346,5.91137956536318,0.00680571843768821,0.999936610241165
"ENSG00000149292","TTC12",0.59887443527792,0.58560430081432,2.43819119794293,5.9048513471358,0.00683774509118839,0.999936610241165
"ENSG00000159164","SV2A",-0.924039816851368,-1.95826872624078,0.0238060772116829,5.88611011304018,0.0069305833142752,0.999936610241165
"ENSG00000130584","ZBTB46",0.680528480627622,1.57265072920567,0.315829644402184,5.87880207361824,0.00696714842635807,0.999936610241165
"ENSG00000108854","SMURF2",-0.248774633832292,-0.0860705484696549,3.79618352121555,5.86599107568842,0.00703174428168797,0.999936610241165
"ENSG00000144749","LRIG1",0.436316451623372,0.565816162777783,3.31805277603218,5.86020892669448,0.0070611079911765,0.999936610241165
"ENSG00000003987","MTMR7",-0.88660780401446,-1.53735638347989,-0.486057717056128,5.84638097473562,0.0071318624551496,0.999936610241165
"ENSG00000140287","HDC",2.1542011969954,2.61558369019327,2.44958021292558,5.83977275929993,0.0071659417448448,0.999936610241165
"ENSG00000138119","MYOF",-0.577370013303755,-0.450528897390106,2.68848395911701,5.83621297225011,0.00718437186990329,0.999936610241165
"ENSG00000176927","EFCAB5",0.144879898545977,-1.04282265307024,-0.755764459274287,5.83560015906733,0.00718754968962224,0.999936610241165
"ENSG00000287613",NA,0.962687319307364,1.99402310006128,-0.180523340824487,5.80338872999913,0.00735671397361808,0.999936610241165
"ENSG00000240954","RPL4P1",0.611931343131155,-1.03686262664373,-0.706610480967216,5.79901093325761,0.00738003043658327,0.999936610241165
"ENSG00000167333","TRIM68",0.475758575848322,0.748036695001868,2.98106501145909,5.79860687068587,0.00738218647106751,0.999936610241165
"ENSG00000286753",NA,0.62721158735787,-0.0196684917863476,-0.266709251569291,5.79313661320879,0.0074114413530137,0.999936610241165
"ENSG00000271851","RP11-565F19.2",0.00171793985751573,1.69583214468353,-0.901398004122161,5.76508005279762,0.00756344274611246,0.999936610241165
"ENSG00000100526","CDKN3",-0.639938908041422,-0.628275734787763,0.783720095681439,5.75918801578939,0.00759578416829643,0.999936610241165
"ENSG00000143942","CHAC2",-0.308700075950015,0.256948361895817,2.16826122546164,5.75228171879993,0.00763388066090818,0.999936610241165
"ENSG00000167578","RAB4B",1.17775631305668,1.93814228987215,-0.208778386177829,5.73536007780044,0.00772808741398832,0.999936610241165
"ENSG00000162688","AGL",-0.273780874025297,-0.630293409244018,3.51796047159189,5.70825803286714,0.00788156241570065,0.999936610241165
"ENSG00000279814","RP11-399K21.12",-1.11064632537282,-0.790745319203817,-0.000677313495543368,5.69056653843303,0.0079834974308638,0.999936610241165
"ENSG00000123975","CKS2",-0.204635349606902,0.175637974924955,3.77696129814474,5.68625292295942,0.00800856418566432,0.999936610241165
"ENSG00000273165","RP11-1057B6.1",-0.549569938117189,0.828937355328909,-0.847043266573145,5.6703696475312,0.00810158887726669,0.999936610241165
"ENSG00000105556","MIER2",0.91471486527839,1.82245535761419,1.0821905440418,5.66945200147374,0.00810699840104992,0.999936610241165
"ENSG00000006757","PNPLA4",-0.319483003899032,-0.823156032936181,2.84274974243686,5.66738666406361,0.00811918765738137,0.999936610241165
"ENSG00000219881","GAPDHP42",-0.851573815314691,-0.526555601648002,-0.0878969003295021,5.65536514800634,0.00819052546219443,0.999936610241165
"ENSG00000109667","SLC2A9",-0.343427486304895,-0.0525963461243504,2.65242678305079,5.65057193753275,0.0082191552934607,0.999936610241165
"ENSG00000180773","SLC36A4",-0.279479879206054,-0.0395044467916117,4.23426494832779,5.62733143606921,0.00835949154182473,0.999936610241165
"ENSG00000143373","ZNF687",0.686524623502589,0.69198858091135,1.15691825047322,5.61052845501147,0.00846254534388388,0.999936610241165
"ENSG00000285572",NA,-1.17219372941061,-1.1008667197854,-1.02300244414938,5.60669227384337,0.00848626227819613,0.999936610241165
"ENSG00000134294","SLC38A2",-0.227235980364608,-0.0709548893315617,5.87656692750242,5.5341641793523,0.00894825583273917,0.999936610241165
"ENSG00000273017","AP000240.9",-0.626409443855042,-0.142753649602885,0.0905610486018874,5.5258540545219,0.00900287787087478,0.999936610241165
"ENSG00000139372","TDG",-0.234846817926621,0.00424522867932753,3.69043798051812,5.52585127057608,0.00900289622906093,0.999936610241165
"ENSG00000231177","LINC00852",-0.634132853323183,-0.00985150023951425,0.0862548793169796,5.51572271141028,0.00906995197604698,0.999936610241165
"ENSG00000286588",NA,-0.543596938987451,-1.30090533169023,1.30468006214819,5.51029785231736,0.00910608584090155,0.999936610241165
"ENSG00000105738","SIPA1L3",0.367341738063948,0.346417910404031,2.74415768250303,5.50613725865402,0.00913390267385713,0.999936610241165
"ENSG00000101353","MROH8",-0.806747404585674,-0.433331189381901,-0.544594452103835,5.48286419663547,0.00929118119225568,0.999936610241165
"ENSG00000120913","PDLIM2",0.0769009827029401,-0.182259761300055,6.37895039113328,5.47579331219833,0.00933953591149959,0.999936610241165
"ENSG00000266378","RP11-214O1.3",-0.447419786106667,-1.45730000319561,1.36847699764589,5.44943426595922,0.00952217179342488,0.999936610241165
"ENSG00000018510","AGPS",-0.192645340572931,0.0977606615225164,4.08607029568753,5.44147909664039,0.00957803646191504,0.999936610241165
"ENSG00000260261","RP11-480A16.1",0.904134649974878,1.31224248718196,0.678182937312963,5.43709845482825,0.00960894832955294,0.999936610241165
"ENSG00000188868","ZNF563",0.419118062111679,0.106160038431523,2.67501098438662,5.4060602999759,0.00983103795613743,0.999936610241165
"ENSG00000261546","CTD-2555A7.3",1.12197658217617,2.41922729667676,-0.873929217808047,5.37727771311968,0.0100418828540903,0.999936610241165
"ENSG00000162959","MEMO1",-0.422497074953822,-0.318425914127685,2.09778560567234,5.36630852834885,0.0101235010773113,0.999936610241165
"ENSG00000150990","DHX37",0.664081683528451,1.05122344566523,1.48978902374008,5.35670430610018,0.0101955438306436,0.999936610241165
"ENSG00000088986","DYNLL1",-0.0962985404344909,0.276811904270282,7.28488096556985,5.34446146305006,0.0102881726866709,0.999936610241165
"ENSG00000105865","DUS4L",-0.418956957571068,0.181302178804741,0.033931941541827,5.33461293352117,0.0103633373654824,0.999936610241165
"ENSG00000267480","RP11-703I16.1",-0.791157218991967,-2.2452501813673,-0.881725326298652,5.33234137695467,0.0103807570002295,0.999936610241165
"ENSG00000285653",NA,1.27684988256151,3.51213411001413,-1.18553534324151,5.31250186609731,0.0105342316496301,0.999936610241165
"ENSG00000180881","CAPS2",0.259841990055381,-0.432327865236735,0.478217443146124,5.30425656494754,0.0105987256883959,0.999936610241165
"ENSG00000112031","MTRF1L",0.147049641163458,0.818543429609137,2.34916812531324,5.28271731456852,0.0107691982297926,0.999936610241165
"ENSG00000179348","GATA2",1.24860943223873,1.1122263203464,2.73651201270521,5.25319168579957,0.0110076446411427,0.999936610241165
"ENSG00000221930","FAM45BP",-0.692298791672456,-1.15860169977922,0.301374813572146,5.24434666814426,0.0110801671020754,0.999936610241165
"ENSG00000265996","MIR3671",0.871683531164944,1.46408509556572,0.612991247232319,5.24306395989258,0.0110907265613893,0.999936610241165
"ENSG00000269696","AC007228.11",0.917890676481732,1.82249737785737,-0.377311544523605,5.20959864353555,0.0113700442608856,0.999936610241165
"ENSG00000180875","GREM2",1.70783838957816,1.85044812646448,-1.41102243864956,5.20808096138587,0.0113828880352276,0.999936610241165
"ENSG00000262420","RP11-490O6.2",1.2287662770995,2.87606333348266,-0.997324037198322,5.19670043402622,0.0114796929280238,0.999936610241165
"ENSG00000138780","GSTCD",0.724405848222242,0.450096877801712,0.577852137733387,5.17471481218249,0.0116692011700237,0.999936610241165
"ENSG00000072803","FBXW11",-0.105932320767587,-0.561875134643721,3.69710231607822,5.16197271048567,0.011780557865083,0.999936610241165
"ENSG00000223478","RP11-545E17.3",-0.100863832077501,0.567421423809152,1.25488537822834,5.1539352685409,0.0118513815330209,0.999936610241165
"ENSG00000285533",NA,-0.426359014610549,-0.578136187523869,2.26801396875266,5.14972823971796,0.0118886335422622,0.999936610241165
"ENSG00000125746","EML2",-0.0273454761117713,-0.758017024559626,3.48906823257875,5.14886978073925,0.0118962502691923,0.999936610241165
"ENSG00000164663","USP49",-0.639505955730281,-1.14914662923385,0.916979372581292,5.12052685031059,0.0121506687703143,0.999936610241165
"ENSG00000137494","ANKRD42",-0.0625195369338447,-0.684865785160105,2.36707818067567,5.11861504557917,0.0121680375334959,0.999936610241165
"ENSG00000196547","MAN2A2",0.260887179163383,0.211377083386541,4.84184306058409,5.1184438838292,0.012169593829965,0.999936610241165
"ENSG00000124374","PAIP2B",0.374175634456392,-0.213488949812464,0.963963859130846,5.11370916482502,0.012212728725841,0.999936610241165
"ENSG00000120694","HSPH1",-0.201269418625217,0.0149408657189971,5.66646228539857,5.07986114697447,0.0125258837913072,0.999936610241165
"ENSG00000273329","RP11-448A19.1",-0.230469310241563,-0.857151196193535,1.49613803799457,5.07805235686416,0.0125428575328403,0.999936610241165
"ENSG00000182472","CAPN12",0.830022038406926,1.12336687173078,0.789951636762291,5.07261873345206,0.0125939944574218,0.999936610241165
"ENSG00000286532",NA,0.0688140603622731,-0.696076253533248,1.03074292599748,5.06423772228983,0.0126733061328775,0.999936610241165
"ENSG00000142082","SIRT3",0.224217844614551,0.0170614785656849,3.45594792176403,5.04644677437713,0.0128434368261655,0.999936610241165
"ENSG00000154274","C4orf19",1.14935337113514,1.90046030340808,-0.933991547207314,5.03439348297535,0.012960082219674,0.999936610241165
"ENSG00000088881","EBF4",0.672805379720334,2.13351670751985,-0.651478871700875,5.02860499721558,0.0130165010907244,0.999936610241165
"ENSG00000172006","ZNF554",0.638495726178018,0.728453037446739,1.2484870518128,5.00262716838398,0.0132729441334456,0.999936610241165
"ENSG00000120162","MOB3B",0.531024350990091,0.72792004156519,1.73908407094712,4.99284421869725,0.0133709091288385,0.999936610241165
"ENSG00000182986","ZNF320",-0.422114122569549,-0.803186505760963,2.4635218306714,4.97679623215342,0.0135332844711504,0.999936610241165
"ENSG00000214106","PAXIP1-AS2",-0.242186214170947,-0.636778037279782,2.76444264775651,4.97500493382154,0.0135515390282347,0.999936610241165
"ENSG00000117751","PPP1R8",0.130173145130286,0.710460487075336,3.48723472179776,4.97496149033598,0.0135519820730194,0.999936610241165
"ENSG00000153347","FAM81B",-0.829268380267333,-0.488744507947858,-0.20535768461074,4.97271977787163,0.0135748644453939,0.999936610241165
"ENSG00000240143","RP4-753P9.3",0.0597209539678903,-0.951449456974411,0.260133936349485,4.97007272596798,0.0136019373845509,0.999936610241165
"ENSG00000163481","RNF25",0.211115169880647,0.157474056832993,4.61362501980584,4.96730543122853,0.013630301670423,0.999936610241165
"ENSG00000145348","TBCK",0.153944478963218,-0.163786325632781,3.31553635982423,4.96440977990981,0.0136600491136245,0.999936610241165
"ENSG00000271122","RP11-379H18.1",-0.547574851828063,-0.931766030576612,1.18972077865776,4.96052665873331,0.0137000496658828,0.999936610241165
"ENSG00000197345","MRPL21",-0.120233901720051,0.157453830135946,4.92724575654812,4.9582971469092,0.0137230725824414,0.999936610241165
"ENSG00000282100","HSP90AB4P",1.24888241722302,2.36920880005227,-0.911095007085407,4.95113439252459,0.0137973178713916,0.999936610241165
"ENSG00000215068","AC025171.1",0.0533294680618952,-0.254318912017381,4.52163905757163,4.92629728104963,0.0140581010495186,0.999936610241165
"ENSG00000175595","ERCC4",-0.325882846800272,-0.507904128336896,3.24390520439823,4.92243157731198,0.0140991602791598,0.999936610241165
"ENSG00000261326","LINC01355",-0.359138705106611,-0.949904739533405,2.00192778427023,4.92217291024458,0.014101912248247,0.999936610241165
"ENSG00000122678","POLM",0.340944171851476,0.351867555219942,4.18179634125974,4.90635390065187,0.0142713045489743,0.999936610241165
"ENSG00000108010","GLRX3",-0.187374772231087,-0.0746361515299272,5.54024510610287,4.89628493400389,0.0143802533759941,0.999936610241165
"ENSG00000236936","RP3-329E20.2",-0.328113109357185,0.382922262819594,0.115111226803735,4.87716071878809,0.0145896313328762,0.999936610241165
"ENSG00000259877","RP11-46C24.7",0.714699232230749,0.653094244808949,1.13812612088417,4.87559582566997,0.0146069075482887,0.999936610241165
"ENSG00000175662","TOM1L2",0.327784652702021,0.488953154443539,4.20326612234625,4.86331376201909,0.014743259622725,0.999936610241165
"ENSG00000213619","NDUFS3",-0.0103552130085305,0.261181815793508,5.69401147741032,4.86021362747194,0.0147778905094188,0.999936610241165
"ENSG00000233559","AC016831.7",0.09627671960594,-0.514967053401976,2.46267760133253,4.85700544405373,0.0148138197109225,0.999936610241165
"ENSG00000108064","TFAM",0.0340620515963064,0.444184426980961,4.85939963719618,4.84420136376091,0.0149581458610724,0.999936610241165
"ENSG00000163528","CHCHD4",0.0447290890780749,0.497191046642167,3.98374144427683,4.8422299743903,0.0149804999831074,0.999936610241165
"ENSG00000048405","ZNF800",-0.145566281798329,0.096658816294914,5.2689676410899,4.83688412957056,0.0150412974023995,0.999936610241165
"ENSG00000271780","RP11-1017G21.5",0.432642510650885,0.0464505213217448,1.34132312243793,4.83247914247043,0.0150915922814616,0.999936610241165
"ENSG00000261098","RP11-819C21.1",-0.678036331707184,-0.965915936881444,0.519388538893906,4.8147051862769,0.0152963588434545,0.999936610241165
"ENSG00000091536","MYO15A",0.12416713313606,-0.990265478614234,0.263262805815923,4.81172751790486,0.0153309520622119,0.999936610241165
"ENSG00000175220","ARHGAP1",0.268682465902507,0.100035296561789,5.78444841346581,4.80996535579003,0.0153514633495042,0.999936610241165
"ENSG00000104859","CLASRP",0.22002993156187,-0.0575319851837861,3.31409328476037,4.79696563798124,0.0155036849982274,0.999936610241165
"ENSG00000268471","MIR4453",0.766009690332716,1.16920407536147,1.65536862454226,4.79511804224391,0.0155254498991186,0.999936610241165
"ENSG00000166341","DCHS1",1.22229697186381,2.43750274898711,0.619849884638204,4.78990802560699,0.0155870001498928,0.999936610241165
"ENSG00000105321","CCDC9",0.153579407425533,-0.149871949596494,4.26727744290497,4.78507891099117,0.0156442828346469,0.999936610241165
"ENSG00000262265","RP5-867C24.4",-0.0230717449205597,0.705131390912623,1.14302291504429,4.78314576745257,0.0156672765402621,0.999936610241165
"ENSG00000114125","RNF7",-0.173577236701593,-0.0490934002500492,5.61093120576172,4.77337870897951,0.0157840026385125,0.999936610241165
"ENSG00000188707","ZBED6CL",0.456871598477014,0.310148848377174,2.13289252136525,4.76812029483138,0.0158472295697952,0.999936610241165
"ENSG00000136231","IGF2BP3",0.513720148593959,1.75095788167304,0.424737964826712,4.75971022484423,0.0159489137851242,0.999936610241165
"ENSG00000240204","SMKR1",0.300546932883907,-0.029081687449485,1.38089573021998,4.74892279780736,0.016080361525133,0.999936610241165
"ENSG00000171067","C11orf24",0.37205128727107,0.397941129272642,3.6971385021686,4.73072621746906,0.0163047161497819,0.999936610241165
"ENSG00000231789","PIK3CD-AS2",-0.543784464615808,-1.2209906811126,0.112997243195768,4.71296333779219,0.0165269447898454,0.999936610241165
"ENSG00000267040","RP11-35G9.3",-0.36677157326669,-0.262413781529978,2.43050655690699,4.70402006774434,0.0166400528279375,0.999936610241165
"ENSG00000166523","CLEC4E",-0.223448326738796,0.0692552274596849,6.88715464883218,4.69854779179836,0.0167096689848063,0.999936610241165
"ENSG00000125900","SIRPD",0.768461618296054,1.55331309185619,0.268966650476744,4.68328364117638,0.016905499624979,0.999936610241165
"ENSG00000287875",NA,-0.387193692660882,-1.24112971593062,1.23637437708793,4.6812057455647,0.0169323465152297,0.999936610241165
"ENSG00000287121",NA,0.726815450204284,0.0111918438586733,-0.550958732856831,4.67985317704331,0.0169498464323563,0.999936610241165
"ENSG00000030066","NUP160",-0.141305530959536,-0.567573195200046,4.49401918940844,4.66923482256982,0.0170879014359495,0.999936610241165
"ENSG00000148834","GSTO1",-0.194755164993738,0.00436505856389591,7.14832332304698,4.66683853001299,0.0171192224269967,0.999936610241165
"ENSG00000169224","GCSAML",1.28892299687284,1.91634268969337,0.42442468362339,4.6595534906237,0.0172148187378224,0.999936610241165
"ENSG00000162997","PRORSD1P",0.603705933240051,0.786088722561903,1.08172965537014,4.65685845697263,0.0172503277916451,0.999936610241165
"ENSG00000153015","CWC27",-0.215374754008113,-0.148386242951499,4.5573118195023,4.63687413034407,0.017516084887196,0.999936610241165
"ENSG00000156500","FAM122C",0.438454646229604,0.702734374653209,2.54353635725549,4.63537503489288,0.0175361955029893,0.999936610241165
"ENSG00000106100","NOD1",0.296169008139081,-0.0123433691130286,2.61129971513885,4.63440047785178,0.0175492825503008,0.999936610241165
"ENSG00000137936","BCAR3",0.74862573046357,-0.152663882085723,-0.321471068948177,4.62919125412492,0.0176194125228735,0.999936610241165
"ENSG00000120738","EGR1",-0.398263920398097,-1.80642171080532,0.68025875040526,4.61786706848897,0.0177728989213581,0.999936610241165
