"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035268","BP","GO:0035268","protein mannosylation","7/1099","19/8790",0.00603666446492164,0.999979849272248,0.999979849272248,"POMGNT1/TMTC4/DPY19L3/DPY19L4/DPY19L2P2/DPM2/NUS1",7
"GO:0043632","BP","GO:0043632","modification-dependent macromolecule catabolic process","79/1099","483/8790",0.00645549765008905,0.999979849272248,0.999979849272248,"SMURF2/APPBP2/RNF7/FBXL12/CLOCK/FBXL16/PDCL3/CDC27/PTPN23/SMURF1/MAGEF1/AURKA/SOCS4/TBL1XR1/ZYG11B/EXOSC2/LTN1/KBTBD7/HACE1/NEMF/PRMT6/RNF40/RNF168/ZNF598/UBE2I/KLHL8/MIB1/HERC4/USP33/SH3RF1/KLHDC1/XPO1/CNOT4/FBXO22/HECTD1/TMEM168/RFFL/FBXO4/SKP2/UBE3C/PHF20L1/L3MBTL3/UBR1/UBR3/RPL5/FBXL3/FBXW7/NDFIP1/ZMPSTE24/USP25/RNF8/VPS36/FBXO31/EIF3H/UBE3A/EXOSC3/CHMP2B/ARMC8/HGS/TRIM13/OGT/CBL/STAM2/UFL1/ANAPC4/RNF34/ITCH/NFE2L2/TBL1X/VPS37A/USP14/EXOSC10/CHFR/BAG6/SQSTM1/PIAS1/BIRC2/PCNP/ARIH2",79
"GO:0071013","CC","GO:0071013","catalytic step 2 spliceosome","18/1136","78/9106",0.00651603767366148,0.606994679022058,0.606994679022058,"DHX38/CWC27/PPIL1/CDC5L/SF3A2/SYNCRIP/SNRPD1/PPIL3/SNRPB2/HNRNPA3/SRRM2/HNRNPH1/SRSF1/SF3B1/PNN/HNRNPU/MAGOH/HNRNPR",18
"GO:1902036","BP","GO:1902036","regulation of hematopoietic stem cell differentiation","6/1099","15/8790",0.00692048402108327,0.999979849272248,0.999979849272248,"CDK6/METTL3/ITCH/NFE2L2/N4BP2L2/HSPA9",6
"GO:0030866","BP","GO:0030866","cortical actin cytoskeleton organization","9/1099","29/8790",0.00701464824798673,0.999979849272248,0.999979849272248,"EPB41L2/RTKN/LLGL1/ROCK1/LLGL2/RHOQ/TLN1/ECT2/AKAP11",9
"GO:0043144","BP","GO:0043144","sno(s)RNA processing","5/1099","11/8790",0.00729832916894654,0.999979849272248,0.999979849272248,"EXOSC2/LARP7/EXOSC6/EXOSC3/EXOSC10",5
"GO:0098868","BP","GO:0098868","bone growth","5/1099","11/8790",0.00729832916894654,0.999979849272248,0.999979849272248,"RARA/EXT1/RARG/ZMPSTE24/ATF2",5
"GO:0007420","BP","GO:0007420","brain development","59/1099","346/8790",0.00736054795926504,0.999979849272248,0.999979849272248,"SLC38A2/POMGNT1/NF1/S1PR1/BTBD3/CCDC14/SLC25A46/RYK/EPHB3/NR4A2/NIPBL/POU6F1/LPAR1/CDK6/IER3IP1/BCL2/GNPAT/TWSG1/OGDH/RARA/EXT1/PDSS2/EPHB1/C21orf91/AMIGO2/ATRX/PEX13/SRGAP2/DOCK7/SOS1/CLN5/GIT1/RAD1/B2M/ACTB/WDR89/NCOA6/NDRG2/CALM2/UBE3A/COMT/SSBP3/FXR2/UPF3B/ZNF148/RAB18/METTL3/CXCR4/SDF4/SUN1/MBP/SCYL2/ATF2/BAG6/KDM6B/FOXP1/GART/PAFAH1B1/UFM1",59
"GO:0001216","MF","GO:0001216","DNA-binding transcription activator activity","40/1131","218/9060",0.00741782681737201,0.999981062673239,0.999981062673239,"ZNF175/MZF1/CLOCK/ATF6B/CDC5L/CEBPG/ZFP62/ZNF814/NR4A2/ZNF585A/ZNF268/ZNF226/FOSB/ZBED4/ELK4/POU2F1/VEZF1/ZNF345/NOTCH4/ZNF629/NKRF/ZNF544/CARF/CASZ1/ETV6/FOS/ZNF721/FOXJ3/UBP1/ZNF292/ETS1/NFIC/ZNF33B/ZFX/ZNF770/NFE2L2/TCF12/ATF2/IRF2/SMAD2",40
"GO:0050684","BP","GO:0050684","regulation of mRNA processing","21/1099","97/8790",0.00772063161790194,0.999979849272248,0.999979849272248,"SLTM/CDC73/TIA1/RBM39/LARP7/SRSF7/RBM5/IWS1/SRSF2/RBM7/UPF3B/SRPK2/RBM25/UPF1/YTHDC1/SRSF10/EXOSC10/HNRNPU/MAGOH/NCBP2/SRSF4",21
"GO:0000178","CC","GO:0000178","exosome (RNase complex)","7/1136","20/9106",0.00820503269696435,0.606994679022058,0.606994679022058,"EXOSC2/WDR74/EXOSC6/EXOSC3/MPHOSPH6/EXOSC1/EXOSC10",7
"GO:0048027","MF","GO:0048027","mRNA 5'-UTR binding","7/1131","20/9060",0.00823404138840135,0.999981062673239,0.999981062673239,"SYNCRIP/IGF2BP3/UTP23/RARA/SHMT1/RPL5/RPS14",7
"GO:0072344","BP","GO:0072344","rescue of stalled ribosome","7/1099","20/8790",0.00830202441791907,0.999979849272248,0.999979849272248,"ELAC1/LTN1/NEMF/ZNF598/TRNT1/HBS1L/GIGYF2",7
"GO:0097502","BP","GO:0097502","mannosylation","7/1099","20/8790",0.00830202441791907,0.999979849272248,0.999979849272248,"POMGNT1/TMTC4/DPY19L3/DPY19L4/DPY19L2P2/DPM2/NUS1",7
"GO:0030865","BP","GO:0030865","cortical cytoskeleton organization","10/1099","35/8790",0.00866739862350136,0.999979849272248,0.999979849272248,"EPB41L2/RTKN/LLGL1/ROCK1/LLGL2/RHOQ/TLN1/ECT2/AKAP11/PAFAH1B1",10
"GO:0060218","BP","GO:0060218","hematopoietic stem cell differentiation","9/1099","30/8790",0.00893336578690638,0.999979849272248,0.999979849272248,"CDK6/BCL2/EXT1/METTL3/UFL1/ITCH/NFE2L2/N4BP2L2/HSPA9",9
"GO:0016746","MF","GO:0016746","acyltransferase activity","79/1131","490/9060",0.00895539352687838,0.999981062673239,0.999981062673239,"GGT7/SMURF2/OSGEP/RNF7/PIGW/RNF170/CLOCK/G2E3/SMURF1/RNF103/HMGCS1/LTN1/HACE1/RNF40/RNF168/ZNF598/ATG12/UBE2I/FBXO30/UBOX5/NFX1/RABGEF1/MIB1/GNPAT/HERC4/SH3RF1/SMARCE1/LIPT1/SHPRH/MCM3AP/CNOT4/KMT2C/TAF10/FBXO22/XIAP/HECTD1/FBXW2/TRIM47/LONRF1/RFFL/CLN5/FBXO4/UBE3C/MED7/KAT6B/UBR1/UBR3/RNF38/FBXL3/LRSAM1/RNF8/UBE3A/DBT/ZDHHC13/CASD1/TRIM13/KLHL9/MSL3/NAA16/AGPAT5/CBL/TRIM4/UFL1/ANAPC4/RNF34/ITCH/PJA1/SPTLC1/ABHD4/ZNF451/ATF2/CHFR/PIAS1/ESCO1/ABHD5/BIRC2/RSPRY1/TRIM33/ARIH2",79
"GO:0006397","BP","GO:0006397","mRNA processing","64/1099","385/8790",0.00950762808276248,0.999979849272248,0.999979849272248,"USP49/DHX38/CWC27/RPRD2/SLTM/PPIL1/HNRNPA0/CDC5L/SF3A2/SYNCRIP/GEMIN6/PCF11/HNRNPUL2/CDC73/SNRPD1/PPIL3/SNRPB2/PAXBP1/TIA1/GEMIN2/TCERG1/RPUSD4/HNRNPA3/SRRM2/RBM39/LARP7/LSM8/TRUB1/MBNL2/SREK1/WDR33/ARMC7/SRSF7/RBM5/IWS1/SRSF2/RBM7/HNRNPH1/HABP4/PAPOLG/UPF3B/SRPK2/CSTF3/METTL3/SNRNP48/RBM25/UPF1/SRSF1/YTHDC1/SCAF11/SRSF10/PRPF31/SF3B1/PNN/LUC7L3/EXOSC10/ZRANB2/LSM5/HNRNPU/MAGOH/NCBP2/HNRNPR/SRSF4/HNRNPH3",64
"GO:0031490","MF","GO:0031490","chromatin DNA binding","17/1131","75/9060",0.00975028689609507,0.999981062673239,0.999981062673239,"CLOCK/SUZ12/SMARCE1/RARA/MBD3/ATRX/PER1/THRA/KDM6A/ACTB/MBD2/CHD4/OGT/ZFX/JMJD1C/KDM6B/HNRNPU",17
"GO:0016605","CC","GO:0016605","PML body","19/1136","87/9106",0.00975269338096937,0.606994679022058,0.606994679022058,"EIF4ENIF1/TDG/DAPK3/SENP2/UBE2I/TCF7L2/ZMYM2/ATRX/LRCH4/RPAIN/RGS14/NR2C1/RB1/ZNF451/CHFR/ATR/SP3/SQSTM1/PIAS1",19
"GO:0031248","CC","GO:0031248","protein acetyltransferase complex","18/1136","81/9106",0.00975985210959539,0.606994679022058,0.606994679022058,"ING5/EPC1/DR1/TAF10/PHF20L1/SUPT3H/KAT6B/ACTB/ZZZ3/OGT/MSL3/NAA16/NAA25/ATF2/TAF2/MORF4L2/TAF7/PHF20",18
"GO:1902493","CC","GO:1902493","acetyltransferase complex","18/1136","82/9106",0.0110900763269743,0.606994679022058,0.606994679022058,"ING5/EPC1/DR1/TAF10/PHF20L1/SUPT3H/KAT6B/ACTB/ZZZ3/OGT/MSL3/NAA16/NAA25/ATF2/TAF2/MORF4L2/TAF7/PHF20",18
"GO:0042551","BP","GO:0042551","neuron maturation","7/1099","21/8790",0.0111352926569017,0.999979849272248,0.999979849272248,"C3/SCLT1/NR4A2/BCL2/FARP2/CLN5/RB1",7
"GO:1902914","BP","GO:1902914","regulation of protein polyubiquitination","7/1099","21/8790",0.0111352926569017,0.999979849272248,0.999979849272248,"XIAP/FBXO4/SKP2/PTPN22/UBE2V2/CEP63/BIRC2",7
"GO:0032039","CC","GO:0032039","integrator complex","5/1136","12/9106",0.0111375170462763,0.606994679022058,0.606994679022058,"NIPBL/INTS2/INTS3/INTS8/INTS9",5
"GO:0000212","BP","GO:0000212","meiotic spindle organization","5/1099","12/8790",0.011239585028224,0.999979849272248,0.999979849272248,"CCNB2/AURKA/ATRX/FBXO5/GOLGA2",5
"GO:0060351","BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","5/1099","12/8790",0.011239585028224,0.999979849272248,0.999979849272248,"RARA/EXT1/RARG/ZMPSTE24/ATF2",5
"GO:1900242","BP","GO:1900242","regulation of synaptic vesicle endocytosis","5/1099","12/8790",0.011239585028224,0.999979849272248,0.999979849272248,"ROCK1/PPP3CB/ACTB/VAMP4/PPP3CC",5
"GO:0006511","BP","GO:0006511","ubiquitin-dependent protein catabolic process","75/1099","466/8790",0.0114934757786598,0.999979849272248,0.999979849272248,"SMURF2/APPBP2/RNF7/FBXL12/CLOCK/FBXL16/PDCL3/CDC27/PTPN23/SMURF1/MAGEF1/AURKA/SOCS4/TBL1XR1/ZYG11B/LTN1/KBTBD7/HACE1/NEMF/PRMT6/RNF40/RNF168/ZNF598/UBE2I/KLHL8/MIB1/HERC4/USP33/SH3RF1/KLHDC1/XPO1/CNOT4/FBXO22/HECTD1/TMEM168/RFFL/FBXO4/SKP2/UBE3C/PHF20L1/L3MBTL3/UBR1/UBR3/RPL5/FBXL3/FBXW7/NDFIP1/USP25/RNF8/VPS36/FBXO31/EIF3H/UBE3A/CHMP2B/ARMC8/HGS/TRIM13/OGT/CBL/STAM2/UFL1/ANAPC4/RNF34/ITCH/NFE2L2/TBL1X/VPS37A/USP14/CHFR/BAG6/SQSTM1/PIAS1/BIRC2/PCNP/ARIH2",75
"GO:0061659","MF","GO:0061659","ubiquitin-like protein ligase activity","44/1131","251/9060",0.0116516117226113,0.999981062673239,0.999981062673239,"SMURF2/RNF7/RNF170/SMURF1/RNF103/LTN1/HACE1/RNF40/RNF168/ZNF598/ATG12/FBXO30/UBOX5/NFX1/RABGEF1/MIB1/HERC4/SH3RF1/SHPRH/XIAP/HECTD1/LONRF1/RFFL/FBXO4/UBE3C/MED7/UBR1/UBR3/RNF38/LRSAM1/RNF8/UBE3A/TRIM13/CBL/TRIM4/UFL1/RNF34/ITCH/PJA1/ZNF451/CHFR/PIAS1/BIRC2/ARIH2",44
"GO:0060322","BP","GO:0060322","head development","62/1099","376/8790",0.0125308066037258,0.999979849272248,0.999979849272248,"SLC38A2/POMGNT1/NF1/S1PR1/BTBD3/CCDC14/SLC25A46/RYK/MAPK3/EPHB3/NR4A2/NIPBL/POU6F1/LPAR1/IL11RA/CDK6/IER3IP1/BCL2/GNPAT/TWSG1/OGDH/RARA/EXT1/PDSS2/EPHB1/C21orf91/AMIGO2/ATRX/PEX13/SRGAP2/DOCK7/SOS1/CLN5/GIT1/RAD1/B2M/ACTB/WDR89/RARG/NCOA6/NDRG2/CALM2/UBE3A/COMT/SSBP3/FXR2/UPF3B/ZNF148/RAB18/METTL3/CXCR4/SDF4/SUN1/MBP/SCYL2/ATF2/BAG6/KDM6B/FOXP1/GART/PAFAH1B1/UFM1",62
"GO:0019941","BP","GO:0019941","modification-dependent protein catabolic process","76/1099","475/8790",0.0126146434808148,0.999979849272248,0.999979849272248,"SMURF2/APPBP2/RNF7/FBXL12/CLOCK/FBXL16/PDCL3/CDC27/PTPN23/SMURF1/MAGEF1/AURKA/SOCS4/TBL1XR1/ZYG11B/LTN1/KBTBD7/HACE1/NEMF/PRMT6/RNF40/RNF168/ZNF598/UBE2I/KLHL8/MIB1/HERC4/USP33/SH3RF1/KLHDC1/XPO1/CNOT4/FBXO22/HECTD1/TMEM168/RFFL/FBXO4/SKP2/UBE3C/PHF20L1/L3MBTL3/UBR1/UBR3/RPL5/FBXL3/FBXW7/NDFIP1/ZMPSTE24/USP25/RNF8/VPS36/FBXO31/EIF3H/UBE3A/CHMP2B/ARMC8/HGS/TRIM13/OGT/CBL/STAM2/UFL1/ANAPC4/RNF34/ITCH/NFE2L2/TBL1X/VPS37A/USP14/CHFR/BAG6/SQSTM1/PIAS1/BIRC2/PCNP/ARIH2",76
"GO:0032785","BP","GO:0032785","negative regulation of DNA-templated transcription, elongation","6/1099","17/8790",0.0137386335821236,0.999979849272248,0.999979849272248,"RECQL5/RNF168/TCERG1/LARP7/RNF8/HNRNPU",6
"GO:0030509","BP","GO:0030509","BMP signaling pathway","14/1099","60/8790",0.0142318173310713,0.999979849272248,0.999979849272248,"SMURF2/SMURF1/MAPK3/NUMA1/TWSG1/EXT1/XIAP/ACVR2A/ENG/SMAD5/CTDSPL2/ATF2/SMAD2/TRIM33",14
"GO:0000123","CC","GO:0000123","histone acetyltransferase complex","16/1136","72/9106",0.014337256932598,0.710345911660538,0.710345911660538,"ING5/EPC1/DR1/TAF10/PHF20L1/SUPT3H/KAT6B/ACTB/ZZZ3/OGT/MSL3/ATF2/TAF2/MORF4L2/TAF7/PHF20",16
"GO:0016180","BP","GO:0016180","snRNA processing","7/1099","22/8790",0.014607912155013,0.999979849272248,0.999979849272248,"EXOSC2/INTS2/INTS3/EXOSC6/EXOSC3/INTS8/INTS9",7
"GO:0006354","BP","GO:0006354","DNA-templated transcription elongation","22/1099","109/8790",0.0148039052932493,0.999979849272248,0.999979849272248,"RECQL5/GLYR1/CDC73/RNF168/POLR1E/INTS2/INTS3/TCERG1/LARP7/CTR9/MED7/MED23/IWS1/RNF8/EAF2/INTS8/INTS9/MED25/PWWP2A/HNRNPU/TCEA1/NCBP2",22
"GO:0031267","MF","GO:0031267","small GTPase binding","36/1131","201/9060",0.0154136113569987,0.999981062673239,0.999981062673239,"STRN3/DAPK3/RABGGTB/HACE1/RTKN/RABGEF1/EXPH5/ROCK1/UNC13D/USP33/XPO1/RAPGEF6/WHAMM/EVI5L/ALS2CL/SRGAP2/TMEM127/DOCK7/ECT2/CHML/GIT1/PLEKHG3/MYO9B/GOLGA4/USP6NL/RAP1A/MYO1C/EVI5/RAB11FIP2/CHM/EHD1/AKAP13/INF2/SIKE1/C9orf72/DIAPH1",36
"GO:0005681","CC","GO:0005681","spliceosomal complex","32/1136","175/9106",0.0160918972533224,0.73084033358839,0.73084033358839,"DHX38/CWC27/PPIL1/CDC5L/SF3A2/SYNCRIP/SNRPD1/PPIL3/SNRPB2/GEMIN2/HNRNPA3/SRRM2/LSM8/SREK1/ARMC7/IVNS1ABP/RBM5/SRSF2/HNRNPH1/SNRNP48/UPF1/SRSF1/PRPF31/SF3B1/PNN/LUC7L3/LSM5/HNRNPU/MAGOH/API5/HNRNPR/HNRNPH3",32
"GO:2000058","BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","25/1099","129/8790",0.0161828838843553,0.999979849272248,0.999979849272248,"PDCL3/SMURF1/MAGEF1/AURKA/SOCS4/ZYG11B/PRMT6/SH3RF1/XPO1/FBXO22/HECTD1/TMEM168/PHF20L1/L3MBTL3/RPL5/FBXW7/EIF3H/UBE3A/OGT/UFL1/NFE2L2/USP14/CHFR/BAG6/PIAS1",25
"GO:0016074","BP","GO:0016074","sno(s)RNA metabolic process","5/1099","13/8790",0.0164146721817933,0.999979849272248,0.999979849272248,"EXOSC2/LARP7/EXOSC6/EXOSC3/EXOSC10",5
