"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000353","BP","GO:2000353","positive regulation of endothelial cell apoptotic process","7/1261","11/5715",0.00354991071987071,0.029731621930876,0.0230931552366202,"CD40/RGCC/ITGA4/CD160/FASLG/AKR1C3/HLA-G",7
"GO:0002269","BP","GO:0002269","leukocyte activation involved in inflammatory response","11/1261","22/5715",0.00357894979991264,0.029731621930876,0.0230931552366202,"GRN/CST7/SYT11/TLR2/IFNGR2/ITGB2/CX3CR1/ITGAM/LRRK2/AIF1/CCL3",11
"GO:0042092","BP","GO:0042092","type 2 immune response","11/1261","22/5715",0.00357894979991264,0.029731621930876,0.0230931552366202,"CD74/BCL3/IL4R/IL27RA/CD81/CD86/TNFSF4/ARG1/RSAD2/NOD2/DENND1B",11
"GO:0070542","BP","GO:0070542","response to fatty acid","11/1261","22/5715",0.00357894979991264,0.029731621930876,0.0230931552366202,"TBXAS1/DGAT2/CAT/FFAR2/CD36/TLR2/ACSL1/PID1/PTAFR/UCP2/AKR1C3",11
"GO:1902475","BP","GO:1902475","L-alpha-amino acid transmembrane transport","11/1261","22/5715",0.00357894979991264,0.029731621930876,0.0230931552366202,"SLC11A1/PSEN1/PER2/SLC15A4/SLC7A1/SLC25A38/ITGB1/SLC7A7/SLC43A2/UCP2/SLC25A29",11
"GO:0098742","BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","13/1261","28/5715",0.00359648439114874,0.0297610824815005,0.0231160378452619,"CD6/CEACAM1/CEACAM6/MAPK14/DSC2/IL1RN/ITGB1/ITGB2/TGFBR2/ITGAM/MYADM/SELL/PECAM1",13
"GO:0015711","BP","GO:0015711","organic anion transport","39/1261","118/5715",0.00360785133109198,0.0297610824815005,0.0231160378452619,"SLC25A5/SLC11A1/SLC2A3/CEACAM1/PSEN1/ABCB1/SLC25A11/SLC16A6/FOLR3/ABCC5/KMO/SLC2A1/SLC46A2/IL1B/SLC6A6/PER2/CD36/SLC15A4/GLTP/SLC7A1/SLC25A38/ITGB1/ACSL1/SLC7A7/RBP7/SFXN1/FABP5/SYK/CA4/SLC43A2/SLC16A5/UCP2/SLC25A29/ACSL5/SLC22A4/PSAP/CES1/CR1/FIS1",39
"GO:0032370","BP","GO:0032370","positive regulation of lipid transport","12/1261","25/5715",0.00363677636368518,0.0297610824815005,0.0231160378452619,"FASLG/IL1B/ACSL1/GHRL/ABCG1/PRKCD/ABCA1/PRELID1/ANXA2/PTCH1/ACSL5/CES1",12
"GO:0032715","BP","GO:0032715","negative regulation of interleukin-6 production","12/1261","25/5715",0.00363677636368518,0.0297610824815005,0.0231160378452619,"IRAK3/IL27RA/PTPN6/NCKAP1L/KLF2/SYT11/NLRP12/GHRL/INPP5D/LILRB4/SIRPA/ORM1",12
"GO:0042088","BP","GO:0042088","T-helper 1 type immune response","12/1261","25/5715",0.00363677636368518,0.0297610824815005,0.0231160378452619,"SLC11A1/BCL3/IL4R/RIPK2/IL27RA/IL18R1/TNFSF4/IL1B/STAT4/LEF1/NFKBIZ/HLA-DRB1",12
"GO:0140374","BP","GO:0140374","antiviral innate immune response","12/1261","25/5715",0.00363677636368518,0.0297610824815005,0.0231160378452619,"EIF2AK2/MAVS/OAS1/IFIH1/UAP1/IFIT3/IFIT2/MX1/DUS2/RNF135/IFIT1/PHB2",12
"GO:2000516","BP","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","12/1261","25/5715",0.00363677636368518,0.0297610824815005,0.0231160378452619,"IL4R/RIPK2/CD81/CD86/CD160/TNFSF4/NCKAP1L/NFKBIZ/TGFBR2/LGALS9/HLA-DRB1/HLA-DRA",12
"GO:0008238","MF","GO:0008238","exopeptidase activity","18/1297","44/5888",0.00364849031646932,0.0461169176001722,0.0402486089648405,"LAP3/CTSZ/CTSH/CPVL/CPD/LTA4H/LNPEP/SCRN1/PRCP/ADAM10/CPA3/ERAP1/ERAP2/TPP1/ANPEP/DPEP2/RNPEP/MME",18
"GO:0050764","BP","GO:0050764","regulation of phagocytosis","21/1261","54/5715",0.00370901736396866,0.0302746081929173,0.0235149037059713,"SLC11A1/FCGR2B/SIRPG/IL2RB/HCK/SNX3/NCKAP1L/SYT11/CD36/DYSF/TLR2/FCGR2A/PTPRJ/FCGR1A/FCER1G/F2RL1/SYK/NOD2/CAMK1D/CD300LF/SIRPA",21
"GO:0030316","BP","GO:0030316","osteoclast differentiation","18/1261","44/5715",0.00371530496583222,0.0302746081929173,0.0235149037059713,"GPR137B/LILRB1/CD81/MAPK14/TNFAIP6/GLO1/NOTCH2/UBASH3B/CCR1/CTNNB1/INPP5D/OSCAR/CSF1R/ANXA2/LILRB4/MAFB/LILRB3/CCL3",18
"GO:0048732","BP","GO:0048732","gland development","44/1261","137/5715",0.00382053500687553,0.0310661299923481,0.0241296947802665,"JARID2/TGFBR3/POLB/CEACAM1/PSEN1/NCOA1/XBP1/TUBB1/LIPA/OAS2/RPS15/RTN4/WLS/SLC46A2/MED1/MAP2K2/BCL11B/CDKN1C/NOTCH2/SERPINE2/HNRNPD/LEF1/PML/NPC1/SMAD4/LMO4/ARID5B/HK2/TGFA/TGFBR2/CITED2/CTNNB1/UCP2/CSF1R/PTCH1/SULF2/PSAP/MAFB/CRIP1/LBH/PHB2/GPX1/NME1/CEBPA",44
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","37/1261","111/5715",0.00384627889820723,0.0311775045384725,0.0242162016546321,"NCF4/ACP5/LIPA/BST1/MAPK14/PARK7/PRDX1/CAT/PRDX5/BECN1/IFI6/GCH1/CD36/TXN/IER3/PRCP/PID1/NCF1/HK2/ITGB2/ACOX1/TGFBR2/PRKCD/F2RL1/STK17A/SYK/CYBB/ITGAM/UCP2/LRRK2/AKR1C3/HBM/VDAC1/HBD/DHFR/GPX1/HBB",37
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","29/1261","82/5715",0.00385047867411047,0.0311775045384725,0.0242162016546321,"CD74/DAPK2/PPM1F/PRKD2/DUSP3/BST1/NCKAP1L/TNFAIP6/CCR7/MOSPD2/ADAM10/PLA2G7/TIAM1/CCR1/F2RL1/JAM3/NOD2/CX3CR1/LGALS9/PDGFD/C3AR1/CSF1R/CAMK1D/STK39/AIF1/LYN/CCL5/CCL4/CCL3",29
"GO:0044092","BP","GO:0044092","negative regulation of molecular function","89/1261","313/5715",0.00390663287425576,0.0315401208094161,0.0244978530847389,"PLAUR/SERPINB1/NEDD4L/ATP2B4/BCL3/PICALM/CST7/CEACAM1/PSEN1/IRAK3/PPM1F/MMP9/TRIB3/CST3/TIMP1/GLA/PPP2CB/URI1/PPIF/DUSP3/GAPDH/CBLB/ITGA4/PARK7/TNFSF4/ITGB1BP1/IFIT2/LAX1/NCKAP1L/SLPI/SERPINB6/IL1B/IFI6/CDKN2D/CDKN1C/LGALS3/PER2/BHLHE40/LAMTOR5/EGLN1/SERPINE2/DNAJB2/BIN1/HECW2/PARP9/LEF1/NLRC5/NLRP12/NOSIP/GZMA/SERPING1/PTPRJ/ANK3/CAST/UBASH3B/CSTB/ADAR/DISC1/EOMES/IFI16/AIM2/DTX3L/PRKCD/LRPAP1/TMC8/SERPINB9/RPS6KA3/RCC2/MTURN/SIAH2/SUMO3/SIGIRR/IFIT1/PTCH1/LILRB4/USP7/LRRK2/PPIA/SERPINA1/STK39/CR1/TRIM27/GSTM2/CPNE1/PHB2/FNIP1/GPX1/NAIP/LYN",89
"GO:0019725","BP","GO:0019725","cellular homeostasis","88/1261","309/5715",0.00391169815145442,0.0315401208094161,0.0244978530847389,"GCLC/SLC11A1/GRN/MCUR1/ATP2B4/TBXAS1/DGAT2/CYBRD1/PICALM/PSEN1/FTL/XBP1/CD40/CA2/PTPN6/RTN4/ATP6V0B/PRDX1/FASLG/ORMDL2/KCNJ2/MT2A/CCR7/PRDX5/RHOT1/STEAP4/PPT1/C19orf12/TPT1/RAB11FIP5/EGLN1/DNAJB2/ISCU/TRA2B/TXN/SLC31A2/MYC/SLC24A4/IGF1R/PML/SMAD4/ATP1B1/CREG1/S100A8/SIDT2/BAG3/UBASH3B/ATP6V1C1/TIAM1/HK1/GHRL/NCF1/ALAS2/HK2/HK3/CYB561A3/ALPL/DISC1/S100A9/AIM2/CCR1/FXN/STOML2/PDZD8/TMC8/FTH1/ATP6V0E2/ORMDL3/UCP2/RNF135/GLRX5/SMDT1/GP1BA/TMEM203/LRRK2/HLA-DRB1/ANXA6/SLC9A8/PIM3/STK39/GSTM2/FIS1/GPX1/KCTD7/LYN/NCOA4/CCL5/CCL3",88
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process","25/1261","68/5715",0.00394124172749069,0.031711710167944,0.0246311300281444,"PFKP/ENO1/PSEN1/PYGL/MAN2B1/LIPA/GAPDH/TPI1/CBFA2T3/LDHA/IER3/SCARB2/MAN2C1/NCOR1/GALM/FLCN/HK1/HK2/HK3/FBP1/BPGM/PPP1R3B/UCP2/GK/MGAM",25
"GO:0005975","BP","GO:0005975","carbohydrate metabolic process","64/1261","214/5715",0.00395155392862534,0.0317281673181256,0.024643912631286,"GCLC/MDH1/AKR7A2/SLC2A3/DGAT2/PFKP/RORA/ENO1/PSEN1/B4GALT1/OAS1/PYGL/TPD52L2/GLA/MAN2B1/LIPA/SLC25A11/ALDH2/GAPDH/TPI1/MAPK14/PASK/PLEK/SLC2A1/MAN1C1/CD244/NAGK/GLO1/CBFA2T3/PER2/LDHA/NPL/IER3/SCARB2/MAN2C1/NCOR1/NPC1/GALM/CSGALNACT1/RPIA/FLCN/HK1/GHRL/B4GALT3/HK2/HK3/GYG1/FABP5/FBP1/PTAFR/GUSB/PFKFB3/KBTBD2/BPGM/COQ2/PPP1R3B/UCP2/FUCA1/CHST13/CHST15/USP7/GK/B3GALT4/MGAM",64
"GO:0006096","BP","GO:0006096","glycolytic process","17/1261","41/5715",0.00403068014317935,0.0322286466448383,0.0250326450997455,"PFKP/ENO1/PSEN1/LIPA/GAPDH/TPI1/CBFA2T3/LDHA/IER3/NCOR1/FLCN/HK1/HK2/HK3/FBP1/BPGM/UCP2",17
"GO:0019364","BP","GO:0019364","pyridine nucleotide catabolic process","17/1261","41/5715",0.00403068014317935,0.0322286466448383,0.0250326450997455,"PFKP/ENO1/PSEN1/LIPA/GAPDH/TPI1/CBFA2T3/LDHA/IER3/NCOR1/FLCN/HK1/HK2/HK3/FBP1/BPGM/UCP2",17
"GO:0043367","BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","20/1261","51/5715",0.00408984904702781,0.0326337643295067,0.0253473082420019,"RUNX3/RC3H2/BCL3/RORA/IL4R/RIPK2/CD86/IL18R1/TNFSF4/LY9/NCKAP1L/RSAD2/CTSL/STAT4/LEF1/NFKBIZ/SLAMF6/LGALS9/HLA-DRB1/HLA-DRA",20
"GO:0007186","BP","GO:0007186","G protein-coupled receptor signaling pathway","53/1261","172/5715",0.00427472955605814,0.0340381992451268,0.0264381613949698,"OPN3/ATP2B4/DGKA/RDH11/APLP2/CA2/PRKD2/PF4V1/PTPN6/PLEK/KISS1R/PTGER2/FFAR2/CCR7/GNG11/SORL1/RGS3/GIT2/SLC24A4/GTF2H2/GNA12/RGS10/ADM/NMT2/ZDHHC7/PRKCA/GHRL/PROK2/CXCL5/PPBP/CCR1/F2RL1/GPR146/ABCA1/CX3CR1/PTAFR/FPR1/GPR34/C3AR1/CYSLTR1/GNG7/CDK5R1/P2RY13/CCR3/GP1BA/GNG2/AKR1C3/PSAP/STK39/LYN/CCL5/CCL4/CCL3",53
"GO:0045621","BP","GO:0045621","positive regulation of lymphocyte differentiation","28/1261","79/5715",0.00431627995077978,0.0342978932734841,0.0266398710267154,"CD74/RUNX3/IL4R/XBP1/RIPK2/ZBTB16/VNN1/CD86/TNFSF4/NCKAP1L/BTN2A2/LILRB2/LEF1/CD27/ITPKB/NFKBIZ/ADAM8/TGFBR2/SYK/INPP5D/LGALS9/LILRB4/HLA-DRB1/PNP/CR1/HLA-DRA/HLA-G/PRKDC",28
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","16/1261","38/5715",0.0043505560499785,0.0344988308260692,0.0267959433091325,"CD74/MAVS/RIPK2/IFIH1/MED1/IRF3/TLR2/CASP1/PARP9/NLRC5/PARP14/IRF7/CD300LF/CASP4/HSPA1B/CPNE1",16
"GO:2000106","BP","GO:2000106","regulation of leukocyte apoptotic process","19/1261","48/5715",0.00450056669846127,0.0354746189137891,0.0275538577559175,"CD74/BCL3/LILRB1/PRKD2/SLC46A2/CCR7/BCL11B/LGALS3/CD27/ITPKB/ADAM8/NOD2/LGALS9/PRELID1/ORMDL3/IRF7/FNIP1/LYN/CCL5",19
"GO:0051861","MF","GO:0051861","glycolipid binding","8/1297","14/5888",0.00450827618864653,0.0558672657102864,0.048758239893721,"PPT1/GLTP/CD1C/TPP1/CLEC4E/SELL/PSAP/LYN",8
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","37/1261","112/5715",0.00455381215655756,0.0354746189137891,0.0275538577559175,"CD74/MRI1/ATP2B4/TBXAS1/OSBPL3/DHRS9/CEACAM1/NLRC4/PHGDH/PTGS1/ACOT7/XBP1/TRIB3/LTA4H/UST/PARK7/KMO/IL1B/OSBPL2/PER2/GSTM1/CHST12/CASP1/GLUD1/FABP5/SYK/ALDH1A1/GPX4/GSTM4/MTHFR/SHMT2/UROS/AKR1C3/CES1/GSTM2/DHFR/NAIP",37
"GO:0051091","BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","37/1261","112/5715",0.00455381215655756,0.0354746189137891,0.0275538577559175,"EIF2AK2/TCF3/MAVS/IRAK3/NLRC4/RPS6KA5/CD40/RGCC/RIPK2/PRKD2/TRIM14/TRIM38/IL18R1/IL18RAP/PARK7/IL1B/TRIM5/TRIM22/LAMTOR5/CD36/TLR2/ANXA3/S100A8/RPS3/ARID5B/S100A9/S100A12/AIM2/NOD2/LGALS9/TRIM8/CAMK1D/PPIA/TFDP1/HSPA1B/TRIM27/PHB2",37
"GO:0019885","BP","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","8/1261","14/5715",0.00455679706214123,0.0354746189137891,0.0275538577559175,"ERAP1/ERAP2/TAP1/TAP2/MICA/HLA-C/HLA-E/HLA-G",8
"GO:0035455","BP","GO:0035455","response to interferon-alpha","8/1261","14/5715",0.00455679706214123,0.0354746189137891,0.0275538577559175,"EIF2AK2/BST2/IFITM3/ADAR/PYHIN1/MX2/IFITM2/IFITM1",8
"GO:0042832","BP","GO:0042832","defense response to protozoan","8/1261","14/5715",0.00455679706214123,0.0354746189137891,0.0275538577559175,"SLC11A1/BCL3/IL4R/NKG7/GBP1/ARG1/GBP2/BPGM",8
"GO:0043616","BP","GO:0043616","keratinocyte proliferation","8/1261","14/5715",0.00455679706214123,0.0354746189137891,0.0275538577559175,"SRSF6/MED1/BCL11B/NOTCH2/NFKBIZ/LRG1/ZFP36L1/PTCH1",8
"GO:0045591","BP","GO:0045591","positive regulation of regulatory T cell differentiation","8/1261","14/5715",0.00455679706214123,0.0354746189137891,0.0275538577559175,"BTN2A2/LILRB2/LGALS9/LILRB4/HLA-DRB1/CR1/HLA-DRA/HLA-G",8
"GO:0045953","BP","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","8/1261","14/5715",0.00455679706214123,0.0354746189137891,0.0275538577559175,"CEACAM1/LILRB1/KLRD1/LGALS9/SERPINB9/MICA/HLA-E/HLA-G",8
"GO:0019751","BP","GO:0019751","polyol metabolic process","15/1261","35/5715",0.00466579851852861,0.0361034974074855,0.0280423204678969,"INPP4A/DGAT2/ACER3/TPI1/PLEK/CD244/GCH1/NAAA/IMPA2/ITPKB/QDPR/PTAFR/COQ2/GK/DHFR",15
"GO:0045123","BP","GO:0045123","cellular extravasation","15/1261","35/5715",0.00466579851852861,0.0361034974074855,0.0280423204678969,"CD99/IL27RA/BST1/ITGA4/ITGB7/ITGB1/ADAM8/JAM3/CX3CR1/PTAFR/PDGFD/GP1BA/SELL/SIRPA/PECAM1",15
"GO:0098586","BP","GO:0098586","cellular response to virus","15/1261","35/5715",0.00466579851852861,0.0361034974074855,0.0280423204678969,"OAS1/RIOK3/POU2AF1/MAPK14/IFIH1/IRF3/IFI6/IRF5/EIF5A/IFNGR2/ADAR/LGALS9/TLR7/IL10RB/CCL5",15
"GO:0030315","CC","GO:0030315","T-tubule","8/1307","14/5901",0.00467387647758451,0.0398509468088785,0.0334033277345375,"ATP2B4/KCNJ2/AHNAK/DYSF/BIN1/IGF1R/ATP1B1/ANK3",8
"GO:0002824","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","23/1261","62/5715",0.00490493757354252,0.0376957047947115,0.0292790203172219,"SLC11A1/RIPK2/IL27RA/CD81/IL18R1/TNFSF4/IL1B/RSAD2/HSPD1/NFKBIZ/FCGR1A/CD1D/CD1C/TNFSF13/NOD2/HLA-DRB1/TAP2/HLA-DRA/MICA/HLA-C/HLA-E/HLA-G/DENND1B",23
"GO:0031099","BP","GO:0031099","regeneration","23/1261","62/5715",0.00490493757354252,0.0376957047947115,0.0292790203172219,"IFRD1/CD9/GRN/TGFBR3/CD81/KPNA1/RPS15/EPHA4/MED1/MAP2K2/PTPN12/NINJ1/ANXA3/IGF1R/ADM/HOPX/NINJ2/UCP2/KREMEN1/PTCH1/SULF2/DHFR/GPX1",23
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus","25/1261","69/5715",0.00491482456904326,0.0376957047947115,0.0292790203172219,"GRN/CEACAM1/MAVS/OAS1/IRAK3/LILRB1/OAS3/TRIM38/ARG1/KLRD1/EIF4E2/NLRC5/SERPING1/ADAR/IFI16/LGALS9/SERPINB9/STAT2/PARP14/SIGIRR/ISG15/CR1/MICA/HLA-E/HLA-G",25
"GO:0051130","BP","GO:0051130","positive regulation of cellular component organization","122/1261","450/5715",0.00492305415417859,0.0376957047947115,0.0292790203172219,"SLC25A5/PLAUR/BID/RALBP1/SLC11A1/GRN/NEDD4L/WIPI1/MAP4K4/FCGR2B/IL4R/PSEN1/CTTN/MAVS/SIRPG/SH3GLB1/PPM1F/IL2RB/MMP9/HCK/ARHGEF7/RGCC/EEF2K/RAPGEF1/SETX/DUSP3/CAMKK2/MAPK14/SNX3/ARSB/RAD50/FAM162A/PLEK/EPHA4/PARK7/FASLG/UBE2B/ITGB1BP1/TCP1/TNFSF10/NCKAP1L/AHNAK/IL1B/CCR7/BECN1/MAP2K2/HIP1/CDC16/PPT1/GCH1/LGALS3/EIF5A/CD36/AVIL/PLXNC1/CALCOCO2/BIN1/TOR1A/CDK5RAP2/FLOT1/ACTR2/HNRNPD/SCARB2/TPM1/IGF1R/PML/DEF8/SMAD4/FCGR2A/GTF2H2/TIAM2/GSN/PTPRJ/PAK1/RPS3/FEZ1/FCGR1A/GBP5/CCT8/TIAM1/GHRL/AUTS2/FCER1G/GBP2/DISC1/CDC42EP3/S100A9/TGFA/FYCO1/F2RL1/RICTOR/SYK/ABCA1/ATF7IP2/NOD2/CTNNB1/FEN1/MFF/CD14/MTSS1/HOPX/LRRN3/CDK5R1/ANXA2/CAMK1D/ANKFY1/CD300LF/ISG15/LRRK2/S100A10/DNM3/SIRPA/HSPA1B/TRIM27/NUP62/VDAC1/FIS1/FNIP1/GPX1/LYN/CUX1/CYFIP1",122
"GO:0045216","BP","GO:0045216","cell-cell junction organization","18/1261","45/5715",0.00494031774667532,0.0376957047947115,0.0292790203172219,"CD9/VCL/EPB41L3/EPHA4/IL1B/NUMB/ADAM10/PKP4/PRKCA/FLCN/F2RL1/JAM3/CTNNB1/MTSS1/HOPX/CSF1R/ACTG1/PECAM1",18
"GO:0061041","BP","GO:0061041","regulation of wound healing","18/1261","45/5715",0.00494031774667532,0.0376957047947115,0.0292790203172219,"CD9/PLAUR/CEACAM1/XBP1/SRSF6/EMILIN2/CD36/SERPINE2/SERPING1/ITGB1/UBASH3B/PRKCD/F2RL1/KRT1/HPSE/ANXA2/ACTG1/GP1BA",18
"GO:0070227","BP","GO:0070227","lymphocyte apoptotic process","18/1261","45/5715",0.00494031774667532,0.0376957047947115,0.0292790203172219,"CD74/BCL3/CLC/PRKD2/LIPA/FASLG/SLC46A2/BCL11B/LGALS3/CD27/NFKBIZ/ADAM8/LGALS9/PRELID1/ORMDL3/FNIP1/LYN/CCL5",18
"GO:0002691","BP","GO:0002691","regulation of cellular extravasation","9/1261","17/5715",0.00515911283729338,0.0390545859359605,0.0303344909274678,"CD99/IL27RA/BST1/ITGA4/ADAM8/JAM3/PTAFR/PDGFD/GP1BA",9
"GO:0009595","BP","GO:0009595","detection of biotic stimulus","9/1261","17/5715",0.00515911283729338,0.0390545859359605,0.0303344909274678,"NLRC4/TLR2/PTPRJ/PAK1/CD1D/NOD2/TLR1/HLA-DRB1/NAIP",9
"GO:0032692","BP","GO:0032692","negative regulation of interleukin-1 production","9/1261","17/5715",0.00515911283729338,0.0390545859359605,0.0303344909274678,"SERPINB1/CEACAM1/ACP5/IL1R2/PML/NLRP12/GHRL/CX3CR1/LILRB4",9
"GO:0032727","BP","GO:0032727","positive regulation of interferon-alpha production","9/1261","17/5715",0.00515911283729338,0.0390545859359605,0.0303344909274678,"MAVS/RIPK2/IFIH1/STAT1/IRF3/IRF5/HSPD1/IRF7/TLR7",9
"GO:0043300","BP","GO:0043300","regulation of leukocyte degranulation","13/1261","29/5715",0.00522296913339266,0.0393826238388232,0.0305892846360625,"FCGR2B/IL4R/CEACAM1/NCKAP1L/PRAM1/ITGB2/F2RL1/SYK/LGALS9/PTAFR/ITGAM/KLRC2/LYN",13
"GO:0048754","BP","GO:0048754","branching morphogenesis of an epithelial tube","13/1261","29/5715",0.00522296913339266,0.0393826238388232,0.0305892846360625,"CTSZ/CTSH/MED1/MYC/LEF1/PML/SMAD4/PAK1/TGFBR2/CTNNB1/PTCH1/PHB2/PPP3R1",13
"GO:0140352","BP","GO:0140352","export from cell","81/1261","284/5715",0.00530155396888766,0.0398967924168448,0.0309886498243341,"M6PR/RALBP1/VAMP3/TNFRSF1A/FCGR2B/IL4R/CEACAM1/PSEN1/ABCB1/LAT2/PCSK5/SNAP29/VTI1B/HCK/RGCC/RAB11A/LILRB1/NKG7/NAPA/PSMD9/ABCC5/PASK/PLEK/PARK7/WLS/KMO/NCKAP1L/IL1B/FFAR2/CANX/RAB3IP/RAB2B/RHBDF2/PPT1/PER2/SYT11/PRAM1/RSAD2/STX11/RAB11FIP5/DYSF/SERPINE2/SCRN1/IL1RN/TLR2/SYTL2/ANXA3/SLC24A4/MCTP2/SMAD4/ATP1B1/GLUD1/PAK1/SIDT2/ADAM8/TIAM1/GHRL/ABCG1/ITGB2/CCR1/F2RL1/STXBP5/SYK/ABCA1/LGALS9/PTAFR/ITGAM/CTBP2/UCP2/ANXA2/WASH3P/LRRK2/HLA-DRB1/PPIA/S100A10/PIM3/KLRC2/CKLF/LYN/CCL5/CCL3",81
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","37/1261","113/5715",0.00536871458545233,0.0403231439901488,0.0313198057596065,"CD74/MRI1/ATP2B4/TBXAS1/OSBPL3/DHRS9/CEACAM1/NLRC4/PHGDH/PTGS1/ACOT7/XBP1/TRIB3/LTA4H/UST/PARK7/KMO/IL1B/OSBPL2/PER2/GSTM1/CHST12/CASP1/GLUD1/FABP5/SYK/ALDH1A1/GPX4/GSTM4/MTHFR/SHMT2/UROS/AKR1C3/CES1/GSTM2/DHFR/NAIP",37
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure","17/1261","42/5715",0.00540672062632918,0.0404502802414257,0.0314185550708202,"CTSZ/CTSH/RTN4/MED1/MYC/LEF1/PML/SMAD4/ADM/PAK1/TGFBR2/SPINT2/CTNNB1/PTCH1/LRRK2/PHB2/PPP3R1",17
"GO:0071677","BP","GO:0071677","positive regulation of mononuclear cell migration","17/1261","42/5715",0.00540672062632918,0.0404502802414257,0.0314185550708202,"ITGA4/CCR7/MOSPD2/LGALS3/ADAM10/PLA2G7/ADAM8/CCR1/JAM3/CX3CR1/LGALS9/PDGFD/STK39/AIF1/CCL5/CCL4/CCL3",17
"GO:0032432","CC","GO:0032432","actin filament bundle","13/1307","29/5901",0.00540932124734812,0.0453263814863997,0.0379928733706665,"PPP1R12B/ABLIM1/DAAM1/PDLIM1/ACTA2/TPM1/LPP/BAG3/ZYX/PDLIM5/TPM4/GAS2L1/MARCKS",13
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway","12/1261","26/5715",0.00541831618453518,0.0404581663740195,0.0314246803903412,"PF4V1/CCR7/CXCL5/PPBP/CCR1/CX3CR1/CCR3/STK39/LYN/CCL5/CCL4/CCL3",12
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","11/1297","23/5888",0.00543940555126501,0.0654511017899235,0.0571225471984009,"PYGL/CD36/S100A8/ACOX1/RBP7/S100A9/FABP5/NOD2/AKR1C3/PSAP/GSTM2",11
"GO:0090322","BP","GO:0090322","regulation of superoxide metabolic process","10/1261","20/5715",0.00544783859918179,0.0405996204731256,0.0315345506650645,"ACP5/BST1/GCH1/CD36/ITGB2/PRKCD/F2RL1/SYK/ITGAM/DHFR",10
"GO:0031623","BP","GO:0031623","receptor internalization","22/1261","59/5715",0.00546785782865556,0.0406698417565505,0.0315890929635915,"WDR54/CD9/AP2S1/PICALM/CEACAM1/LILRB1/CD81/HIP1/NUMB/CD36/FLOT1/GTF2H2/ADM/ITGB1/FCER1G/ITGB2/LRPAP1/SYK/ANXA2/LILRB4/DNM3/PPP3R1",22
"GO:1901698","BP","GO:1901698","response to nitrogen compound","125/1261","464/5715",0.00558948401836281,0.0414709595069913,0.0322113374081346,"GCLC/CD9/UBR2/RRAGD/VIM/ATP2B4/TGFBR3/FCGR2B/TOP2B/CEACAM1/PSEN1/P2RX5/NCOA1/MAVS/SNX5/IRAK3/XBP1/MMP9/CD40/TRIB3/LPIN2/RIOK3/TIMP1/EEF2K/CA2/RIPK2/GRB10/SEC61B/RAPGEF1/LIPA/CD81/LTA4H/SRSF9/MAPK14/CPEB4/ITGA4/IFIH1/STAT1/EPHA4/FBXO6/SLC2A1/TNFSF4/MAN1C1/ATF6/EIF2B2/CAT/TNFSF10/TRIM24/SRSF6/NAGK/IL1B/PSMB2/CCR7/IRF3/CANX/KLF2/IRF5/PTPRE/GSTM1/GSTM3/LAMTOR5/CD36/EGLN1/DNAJB2/TXN/TOR1A/FLOT1/FAM8A1/TLR2/SORL1/STAT4/HNRNPD/SLC24A4/IGF1R/NPC1/NFKBIZ/RGS10/ADM/ITGB1/ZDHHC7/PID1/PRKCA/TIAM1/GHRL/CDA/FCER1G/AMFR/ITGB2/ALPL/NCSTN/PRKCD/SYK/ABCA1/FBP1/CYBB/NSMF/NOD2/TUBA1A/CTNNB1/NSG1/PTAFR/STAT2/KBTBD2/PDGFD/UCP2/CDK5R1/MTHFR/YOD1/UBE2G2/SP1/ZFP36L1/IFIT1/GNG2/UROS/LRRK2/TLR7/CASP4/CES1/GSTM2/LEPROT/DHFR/GPX1/PRKDC/LYN/CYFIP1",125
