"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006405","BP","GO:0006405","RNA export from nucleus","8/182","74/8790",0.000135972422696259,0.042326272722164,0.0410166435983,"AKAP8L/RAE1/GLE1/HNRNPA2B1/XPO5/NCBP1/CHTOP/RBM15B",8
"GO:0006406","BP","GO:0006406","mRNA export from nucleus","7/182","58/8790",0.000179216055301598,0.0488139730627728,0.0473036061756587,"AKAP8L/RAE1/GLE1/HNRNPA2B1/NCBP1/CHTOP/RBM15B",7
"GO:0016607","CC","GO:0016607","nuclear speck","17/186","314/9106",0.000229150116465144,0.014298967267425,0.0130253750411766,"AKAP8L/SNW1/PQBP1/EFTUD2/IK/OGG1/PRPF3/CRY2/PRPF4/MBD1/REXO4/CHTOP/CD2BP2/SIRT7/EHMT2/RNPS1/RBM15B",17
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","15/182","255/8790",0.000255302098963157,0.055630327364072,0.0539090537389572,"AKAP8L/POLA2/RANBP3/RAE1/GLE1/CRY2/HNRNPA2B1/XPO5/NCBP1/RITA1/CHTOP/HDAC3/SIRT7/RBM15B/STRADA",15
"GO:0051169","BP","GO:0051169","nuclear transport","15/182","255/8790",0.000255302098963157,0.055630327364072,0.0539090537389572,"AKAP8L/POLA2/RANBP3/RAE1/GLE1/CRY2/HNRNPA2B1/XPO5/NCBP1/RITA1/CHTOP/HDAC3/SIRT7/RBM15B/STRADA",15
"GO:0033143","BP","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","6/182","48/8790",0.000432357812189097,0.0856461520690948,0.0829961503589789,"KDM1A/VPS18/HDAC1/CRY2/VPS11/DDRGK1",6
"GO:0043401","BP","GO:0043401","steroid hormone mediated signaling pathway","8/182","91/8790",0.000568781746605455,0.0978116830253045,0.0947852641959184,"KDM1A/VPS18/HDAC1/CRY2/VPS11/ESRRA/DDRGK1/RXRB",8
"GO:0006886","BP","GO:0006886","intracellular protein transport","22/182","497/8790",0.000583548361325819,0.0978116830253045,0.0947852641959184,"ARF5/POLA2/RANBP3/EDEM2/GNPTG/VPS18/FAF2/ARHGEF2/CRY2/XPO5/DERL1/VIPAS39/VPS26B/VPS11/PEX19/VPS39/HDAC3/AP2A2/COPB2/AP3M1/SIRT7/STRADA",22
"GO:0006497","BP","GO:0006497","protein lipidation","7/182","73/8790",0.000748400771054876,0.107948881351107,0.10460880461357,"ATG16L1/PIGS/PIGT/NMT1/SLC30A5/ZDHHC5/GPAA1",7
"GO:0042157","BP","GO:0042157","lipoprotein metabolic process","8/182","96/8790",0.000812968742290386,0.107948881351107,0.10460880461357,"LYPLA2/ATG16L1/PIGS/PIGT/NMT1/SLC30A5/ZDHHC5/GPAA1",8
"GO:0018205","BP","GO:0018205","peptidyl-lysine modification","8/182","97/8790",0.000870656451731587,0.107948881351107,0.10460880461357,"MUL1/PIAS4/ZMIZ2/KAT7/ARNT/VIPAS39/SIRT7/EHMT2",8
"GO:0042158","BP","GO:0042158","lipoprotein biosynthetic process","7/182","75/8790",0.000880618565280534,0.107948881351107,0.10460880461357,"ATG16L1/PIGS/PIGT/NMT1/SLC30A5/ZDHHC5/GPAA1",7
"GO:0030123","CC","GO:0030123","AP-3 adaptor complex","3/186","10/9106",0.000905294005965676,0.0470752883102152,0.0428823476510057,"VPS18/VPS39/AP3M1",3
"GO:0006903","BP","GO:0006903","vesicle targeting","6/182","55/8790",0.000906217292538989,0.107948881351107,0.10460880461357,"TRAPPC3/PPP6C/ARFGAP2/MAP4K2/TRAPPC12/EXOC7",6
"GO:0033235","BP","GO:0033235","positive regulation of protein sumoylation","3/182","10/8790",0.000941270649688404,0.107948881351107,0.10460880461357,"MUL1/PIAS4/ARNT",3
"GO:0097525","CC","GO:0097525","spliceosomal snRNP complex","6/186","58/9106",0.00112283351622117,0.0500462938658579,0.0455887292300325,"EFTUD2/PRPF3/PRPF4/SNIP1/USP39/CD2BP2",6
"GO:0033144","BP","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","4/182","23/8790",0.00115694883576308,0.124516294956608,0.120663601209128,"VPS18/HDAC1/CRY2/VPS11",4
"GO:0048024","BP","GO:0048024","regulation of mRNA splicing, via spliceosome","7/182","79/8790",0.00120001936396914,0.124516294956608,0.120663601209128,"DAZAP1/SNW1/HNRNPA2B1/NCBP1/SF1/RNPS1/RBM15B",7
"GO:0043995","MF","GO:0043995","histone H4K5 acetyltransferase activity","3/185","11/9060",0.00122489074125938,0.140438414235769,0.13000931786498,"BRPF3/ING4/KAT7",3
"GO:0043996","MF","GO:0043996","histone H4K8 acetyltransferase activity","3/185","11/9060",0.00122489074125938,0.140438414235769,0.13000931786498,"BRPF3/ING4/KAT7",3
"GO:0016410","MF","GO:0016410","N-acyltransferase activity","6/185","59/9060",0.00122668379915415,0.140438414235769,0.13000931786498,"BRPF3/ING4/NMT1/KAT7/CERS5/SIRT7",6
"GO:0035542","BP","GO:0035542","regulation of SNARE complex assembly","3/182","11/8790",0.00127460560251713,0.126243891267492,0.122337743476046,"VPS18/VPS11/VPS39",3
"GO:0030518","BP","GO:0030518","intracellular steroid hormone receptor signaling pathway","7/182","81/8790",0.00139051882761223,0.131736544581177,0.127660447056757,"KDM1A/VPS18/HDAC1/CRY2/VPS11/ESRRA/DDRGK1",7
"GO:0043997","MF","GO:0043997","histone H4K12 acetyltransferase activity","3/185","12/9060",0.00160875977564809,0.140438414235769,0.13000931786498,"BRPF3/ING4/KAT7",3
"GO:0071383","BP","GO:0071383","cellular response to steroid hormone stimulus","9/182","132/8790",0.00163703011205544,0.14588039701308,0.141366670567493,"KDM1A/VPS18/HDAC1/CRY2/CASP9/VPS11/ESRRA/DDRGK1/RXRB",9
"GO:0034058","BP","GO:0034058","endosomal vesicle fusion","3/182","12/8790",0.00167370808872281,0.14588039701308,0.141366670567493,"VPS18/VPS11/VPS39",3
"GO:0051650","BP","GO:0051650","establishment of vesicle localization","9/182","135/8790",0.00191286644098284,0.156140549929817,0.151309361203455,"TRAPPC3/PPP6C/ARFGAP2/MAP4K2/TRAPPC12/DCTN2/EXOC7/AP3M1/IKBKG",9
"GO:0043484","BP","GO:0043484","regulation of RNA splicing","9/182","136/8790",0.00201265409418095,0.156140549929817,0.151309361203455,"DAZAP1/SNW1/PQBP1/HNRNPA2B1/NCBP1/SF1/HNRNPF/RNPS1/RBM15B",9
"GO:0010484","MF","GO:0010484","histone H3 acetyltransferase activity","3/185","13/9060",0.0020601368126362,0.140438414235769,0.13000931786498,"BRPF3/ING4/KAT7",3
"GO:0030897","CC","GO:0030897","HOPS complex","3/186","13/9106",0.00206220458945467,0.0731475647815803,0.0666323970682412,"VPS18/VPS11/VPS39",3
"GO:0009755","BP","GO:0009755","hormone-mediated signaling pathway","8/182","111/8790",0.0020821852420426,0.156140549929817,0.151309361203455,"KDM1A/VPS18/HDAC1/CRY2/VPS11/ESRRA/DDRGK1/RXRB",8
"GO:0006505","BP","GO:0006505","GPI anchor metabolic process","4/182","27/8790",0.00214970926934121,0.156140549929817,0.151309361203455,"PIGS/PIGT/SLC30A5/GPAA1",4
"GO:0006506","BP","GO:0006506","GPI anchor biosynthetic process","4/182","27/8790",0.00214970926934121,0.156140549929817,0.151309361203455,"PIGS/PIGT/SLC30A5/GPAA1",4
"GO:0071005","CC","GO:0071005","U2-type precatalytic spliceosome","5/186","46/9106",0.00234271571062055,0.0731475647815803,0.0666323970682412,"EFTUD2/IK/PRPF3/PRPF4/SNIP1",5
"GO:0140993","MF","GO:0140993","histone modifying activity","9/185","141/9060",0.00235122578261631,0.140438414235769,0.13000931786498,"KDM1A/BRPF3/ING4/HDAC1/KAT7/BAP1/HDAC3/SIRT7/EHMT2",9
"GO:0030532","CC","GO:0030532","small nuclear ribonucleoprotein complex","6/186","67/9106",0.00237979060627249,0.0731475647815803,0.0666323970682412,"EFTUD2/PRPF3/PRPF4/SNIP1/USP39/CD2BP2",6
"GO:0071011","CC","GO:0071011","precatalytic spliceosome","5/186","47/9106",0.00257892055319674,0.0731475647815803,0.0666323970682412,"EFTUD2/IK/PRPF3/PRPF4/SNIP1",5
"GO:0048199","BP","GO:0048199","vesicle targeting, to, from or within Golgi","4/182","29/8790",0.00281709172315885,0.19293028435758,0.186960774097874,"TRAPPC3/PPP6C/ARFGAP2/TRAPPC12",4
"GO:0051648","BP","GO:0051648","vesicle localization","9/182","143/8790",0.00283330385472352,0.19293028435758,0.186960774097874,"TRAPPC3/PPP6C/ARFGAP2/MAP4K2/TRAPPC12/DCTN2/EXOC7/AP3M1/IKBKG",9
"GO:0008630","BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","6/182","70/8790",0.00317493410884293,0.209641861308144,0.203155273439838,"KDM1A/SNW1/PIAS4/HTRA2/CASP9/IKBKE",6
"GO:0004407","MF","GO:0004407","histone deacetylase activity","3/185","15/9060",0.00318041472146246,0.140438414235769,0.13000931786498,"HDAC1/HDAC3/SIRT7",3
"GO:0000380","BP","GO:0000380","alternative mRNA splicing, via spliceosome","5/182","49/8790",0.0032850284529073,0.210531676437794,0.20401755654898,"HNRNPM/PQBP1/NCBP1/RNPS1/RBM15B",5
"GO:0002039","MF","GO:0002039","p53 binding","5/185","50/9060",0.00338575906821645,0.140438414235769,0.13000931786498,"KDM1A/TP53BP1/MUL1/HDAC1/EHMT2",5
"GO:0030119","CC","GO:0030119","AP-type membrane coat adaptor complex","4/186","31/9106",0.00344488295899327,0.0863590885357116,0.0786671859130976,"VPS18/VPS39/AP2A2/AP3M1",4
"GO:0071407","BP","GO:0071407","cellular response to organic cyclic compound","14/182","300/8790",0.00373537218468579,0.232553599726581,0.22535809330766,"KDM1A/MUL1/SNW1/RAE1/PQBP1/VPS18/HDAC1/CRY2/CASP9/VPS11/ESRRA/DDRGK1/RXRB/EHMT2",14
"GO:0033558","MF","GO:0033558","protein lysine deacetylase activity","3/185","16/9060",0.00385603755170766,0.140438414235769,0.13000931786498,"HDAC1/HDAC3/SIRT7",3
"GO:0042162","MF","GO:0042162","telomeric DNA binding","4/185","32/9060",0.00387011560850785,0.140438414235769,0.13000931786498,"TP53BP1/TINF2/HNRNPA2B1/TERF2",4
"GO:0046540","CC","GO:0046540","U4/U6 x U5 tri-snRNP complex","4/186","32/9106",0.00387508730608962,0.0863590885357116,0.0786671859130976,"EFTUD2/PRPF3/PRPF4/USP39",4
"GO:0097526","CC","GO:0097526","spliceosomal tri-snRNP complex","4/186","32/9106",0.00387508730608962,0.0863590885357116,0.0786671859130976,"EFTUD2/PRPF3/PRPF4/USP39",4
"GO:0050684","BP","GO:0050684","regulation of mRNA processing","7/182","97/8790",0.00389731263476464,0.23589567308756,0.22859675863561,"DAZAP1/SNW1/HNRNPA2B1/NCBP1/SF1/RNPS1/RBM15B",7
"GO:0120114","CC","GO:0120114","Sm-like protein family complex","6/186","75/9106",0.00419932422920239,0.0873459439674097,0.0795661432901506,"EFTUD2/PRPF3/PRPF4/SNIP1/USP39/CD2BP2",6
"GO:0003729","MF","GO:0003729","mRNA binding","12/185","244/9060",0.00423239056600947,0.140438414235769,0.13000931786498,"DAZAP1/HNRNPM/HNRNPA2B1/XPO5/NCBP1/CHTOP/SNIP1/SF1/EDC3/YTHDF2/RNPS1/RBM15B",12
"GO:0006661","BP","GO:0006661","phosphatidylinositol biosynthetic process","7/182","100/8790",0.00461194056454452,0.254779364333239,0.246896164272591,"PIGS/PIGT/PI4KB/SLC30A5/PI4K2A/IP6K1/GPAA1",7
"GO:0006643","BP","GO:0006643","membrane lipid metabolic process","8/182","127/8790",0.00478220319055385,0.254779364333239,0.246896164272591,"NSMAF/GBA2/PIGS/HTRA2/PIGT/CERS5/SLC30A5/GPAA1",8
"GO:0050657","BP","GO:0050657","nucleic acid transport","8/182","127/8790",0.00478220319055385,0.254779364333239,0.246896164272591,"AKAP8L/RAE1/GLE1/HNRNPA2B1/XPO5/NCBP1/CHTOP/RBM15B",8
"GO:0050658","BP","GO:0050658","RNA transport","8/182","127/8790",0.00478220319055385,0.254779364333239,0.246896164272591,"AKAP8L/RAE1/GLE1/HNRNPA2B1/XPO5/NCBP1/CHTOP/RBM15B",8
"GO:0140861","BP","GO:0140861","DNA repair-dependent chromatin remodeling","3/182","17/8790",0.00479392103610042,0.254779364333239,0.246896164272591,"KDM1A/HDAC3/SIRT7",3
"GO:0006901","BP","GO:0006901","vesicle coating","4/182","34/8790",0.00507617365827839,0.262872383651331,0.254738775200875,"TRAPPC3/PPP6C/ARFGAP2/TRAPPC12",4
"GO:0030522","BP","GO:0030522","intracellular receptor signaling pathway","12/182","247/8790",0.0051874770523209,0.262872383651331,0.254738775200875,"KDM1A/SNW1/VPS18/FAM120B/HDAC1/PPP6C/CRY2/ARNT/VPS11/ESRRA/DDRGK1/RXRB",12
"GO:0051236","BP","GO:0051236","establishment of RNA localization","8/182","130/8790",0.00550020605891482,0.270647719335772,0.262273532034279,"AKAP8L/RAE1/GLE1/HNRNPA2B1/XPO5/NCBP1/CHTOP/RBM15B",8
"GO:0035493","BP","GO:0035493","SNARE complex assembly","3/182","18/8790",0.00566600727133887,0.270647719335772,0.262273532034279,"VPS18/VPS11/VPS39",3
"GO:0051028","BP","GO:0051028","mRNA transport","7/182","104/8790",0.00571353606674875,0.270647719335772,0.262273532034279,"AKAP8L/RAE1/GLE1/HNRNPA2B1/NCBP1/CHTOP/RBM15B",7
"GO:0048285","BP","GO:0048285","organelle fission","13/182","283/8790",0.00586295138047873,0.271816405490705,0.263406057541777,"POLDIP2/AKAP8L/CTDP1/FOXJ2/MUL1/IK/WRAP73/PEX19/DCTN2/PPP2R2D/SIRT7/ANAPC7/EHMT2",13
"GO:0005684","CC","GO:0005684","U2-type spliceosomal complex","6/186","81/9106",0.00612244430999151,0.119387664044834,0.108753944980112,"SNW1/EFTUD2/IK/PRPF3/PRPF4/SNIP1",6
"GO:0007059","BP","GO:0007059","chromosome segregation","13/182","286/8790",0.00639192851066644,0.288034360927738,0.279122208652468,"POLDIP2/AKAP8L/SMARCD2/IK/WRAP73/CIAO1/HDAC3/TRAPPC12/DCTN2/TOP3A/SIRT7/ANAPC7/EHMT2",13
"GO:0033233","BP","GO:0033233","regulation of protein sumoylation","3/182","19/8790",0.00662708418046215,0.288034360927738,0.279122208652468,"MUL1/PIAS4/ARNT",3
"GO:0045738","BP","GO:0045738","negative regulation of DNA repair","3/182","19/8790",0.00662708418046215,0.288034360927738,0.279122208652468,"TP53BP1/OGG1/TERF2",3
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","10/182","193/8790",0.00674151097169097,0.288034360927738,0.279122208652468,"KDM1A/MUL1/PIAS4/COPS7A/DERL1/TCF25/ARNT/COPS7B/HDAC3/SIRT7",10
"GO:0035601","BP","GO:0035601","protein deacylation","4/182","37/8790",0.00688993710036521,0.288714864263381,0.279781656342765,"LYPLA2/HDAC1/HDAC3/SIRT7",4
"GO:0051851","BP","GO:0051851","modulation by host of symbiont process","5/182","59/8790",0.00730764724490082,0.296770181838319,0.287587732068147,"CTDP1/SNW1/HDAC1/DDX56/ZFYVE1",5
"GO:0006354","BP","GO:0006354","DNA-templated transcription elongation","7/182","109/8790",0.00735456164262012,0.296770181838319,0.287587732068147,"CTDP1/VHL/KAT7/NCBP1/RTF1/INTS4/LDB1",7
"GO:0042220","BP","GO:0042220","response to cocaine","3/182","20/8790",0.00767930763919018,0.301574422604432,0.292243323467787,"EFTUD2/MBD1/EHMT2",3
"GO:1901873","BP","GO:1901873","regulation of post-translational protein modification","10/182","197/8790",0.00775042114082066,0.301574422604432,0.292243323467787,"KDM1A/MUL1/PIAS4/COPS7A/DERL1/TCF25/ARNT/COPS7B/HDAC3/SIRT7",10
"GO:0098732","BP","GO:0098732","macromolecule deacylation","4/182","39/8790",0.00831053460462792,0.317695700061127,0.307865787938755,"LYPLA2/HDAC1/HDAC3/SIRT7",4
"GO:0010485","MF","GO:0010485","histone H4 acetyltransferase activity","3/185","21/9060",0.00849781546815621,0.226404099940166,0.20959110621714,"BRPF3/ING4/KAT7",3
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","10/182","200/8790",0.00858082249828447,0.320513629898831,0.31059652741579,"EDEM2/FAF2/GORASP2/UBE4B/DERL1/PARP6/EIF2B5/ANKZF1/USP19/DDRGK1",10
"GO:0014070","BP","GO:0014070","response to organic cyclic compound","18/182","471/8790",0.00867843238367648,0.320513629898831,0.31059652741579,"KDM1A/MUL1/SNW1/RAE1/PQBP1/VPS18/EFTUD2/OGG1/HDAC1/CRY2/CASP9/MBD1/BRAF/VPS11/ESRRA/DDRGK1/RXRB/EHMT2",18
"GO:0003697","MF","GO:0003697","single-stranded DNA binding","6/185","88/9060",0.00908168923480995,0.226404099940166,0.20959110621714,"CRY2/HNRNPA2B1/TERF2/RTF1/REXO4/TOP3A",6
"GO:0019789","MF","GO:0019789","SUMO transferase activity","3/185","22/9060",0.00969385811487448,0.226404099940166,0.20959110621714,"MUL1/PIAS4/ZMIZ2",3
"GO:0003712","MF","GO:0003712","transcription coregulator activity","15/185","376/9060",0.00998368771750723,0.226404099940166,0.20959110621714,"KDM1A/TP53BP1/SNW1/PQBP1/PIAS4/SMARCD2/ING4/HDAC1/ZMIZ2/KAT7/TCF25/USP21/SF1/HDAC3/LDB1",15
"GO:0030970","BP","GO:0030970","retrograde protein transport, ER to cytosol","3/182","22/8790",0.0100645727261871,0.3426672495369,0.332064685669922,"EDEM2/FAF2/DERL1",3
"GO:0033146","BP","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","3/182","22/8790",0.0100645727261871,0.3426672495369,0.332064685669922,"VPS18/VPS11/DDRGK1",3
"GO:0048207","BP","GO:0048207","vesicle targeting, rough ER to cis-Golgi","3/182","22/8790",0.0100645727261871,0.3426672495369,0.332064685669922,"TRAPPC3/PPP6C/TRAPPC12",3
"GO:0048208","BP","GO:0048208","COPII vesicle coating","3/182","22/8790",0.0100645727261871,0.3426672495369,0.332064685669922,"TRAPPC3/PPP6C/TRAPPC12",3
"GO:1903513","BP","GO:1903513","endoplasmic reticulum to cytosol transport","3/182","22/8790",0.0100645727261871,0.3426672495369,0.332064685669922,"EDEM2/FAF2/DERL1",3
"GO:0098813","BP","GO:0098813","nuclear chromosome segregation","10/182","206/8790",0.0104455652222245,0.35016748644965,0.339332855640201,"POLDIP2/AKAP8L/SMARCD2/IK/WRAP73/TRAPPC12/DCTN2/SIRT7/ANAPC7/EHMT2",10
"GO:0031369","MF","GO:0031369","translation initiation factor binding","3/185","23/9060",0.0109830115832602,0.226404099940166,0.20959110621714,"GLE1/EIF2B5/EIF4EBP2",3
"GO:0061629","MF","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","11/185","243/9060",0.0110192238442893,0.226404099940166,0.20959110621714,"KDM1A/CTDP1/TP53BP1/SNW1/MLX/HDAC1/CRY2/ARNT/HDAC3/DDRGK1/LDB1",11
"GO:0046488","BP","GO:0046488","phosphatidylinositol metabolic process","7/182","118/8790",0.0111531759836805,0.365325894690393,0.354022243302784,"PIGS/PIGT/PI4KB/SLC30A5/PI4K2A/IP6K1/GPAA1",7
"GO:0016811","MF","GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","4/185","43/9060",0.0111651336956794,0.226404099940166,0.20959110621714,"HDAC1/HDAC3/NADSYN1/SIRT7",4
"GO:0036503","BP","GO:0036503","ERAD pathway","6/182","91/8790",0.0113158655249673,0.365325894690393,0.354022243302784,"EDEM2/FAF2/UBE4B/DERL1/ANKZF1/USP19",6
"GO:0006904","BP","GO:0006904","vesicle docking involved in exocytosis","3/182","23/8790",0.0114007163097507,0.365325894690393,0.354022243302784,"VPS18/VPS11/EXOC7",3
"GO:0019213","MF","GO:0019213","deacetylase activity","3/185","24/9060",0.0123665061117794,0.23756709109471,0.219925122541894,"HDAC1/HDAC3/SIRT7",3
"GO:0051276","BP","GO:0051276","chromosome organization","16/182","416/8790",0.0123712892840312,0.390681729708752,0.378593536289344,"POLDIP2/AKAP8L/TINF2/RAE1/SMARCD2/IK/WRAP73/HNRNPA2B1/TERF2/TRAPPC12/DCTN2/TOP3A/SIRT7/ANAPC7/LDB1/EHMT2",16
"GO:0006282","BP","GO:0006282","regulation of DNA repair","8/182","150/8790",0.0125842413491045,0.391729455709982,0.379608844305318,"KDM1A/TP53BP1/PIAS4/SMARCD2/OGG1/TERF2/KAT7/SIRT7",8
"GO:0048026","BP","GO:0048026","positive regulation of mRNA splicing, via spliceosome","3/182","24/8790",0.0128342328256888,0.393884413058814,0.381697124511959,"DAZAP1/SNW1/NCBP1",3
"GO:1902554","CC","GO:1902554","serine/threonine protein kinase complex","6/186","95/9106",0.0129869565312157,0.238348849278782,0.2171193971163,"PHKA2/SNW1/PRKAR2A/IKBKE/STRADA/IKBKG",6
"GO:0006368","BP","GO:0006368","transcription elongation by RNA polymerase II","6/182","95/8790",0.0137939349663801,0.417458115163086,0.404541426060796,"CTDP1/VHL/NCBP1/RTF1/INTS4/LDB1",6
"GO:0006325","BP","GO:0006325","chromatin organization","18/182","497/8790",0.0145262327333245,0.433598097615262,0.420182016770714,"KDM1A/BRD9/TP53BP1/BRPF3/L3MBTL2/SMARCD2/ING4/HDAC1/KAT7/RTF1/USP21/CHTOP/BAP1/HDAC3/SIRT7/C6orf89/EHMT2/RBM15B",18
"GO:0006664","BP","GO:0006664","glycolipid metabolic process","5/182","70/8790",0.0147372803813788,0.433953161500331,0.420526094524124,"GBA2/PIGS/PIGT/SLC30A5/GPAA1",5
"GO:0004879","MF","GO:0004879","nuclear receptor activity","3/185","26/9060",0.0154204579648621,0.263405904119708,0.243845119603248,"ARNT/ESRRA/RXRB",3
"GO:0000280","BP","GO:0000280","nuclear division","11/182","252/8790",0.0155333258586089,0.435052770758421,0.421591680462497,"POLDIP2/AKAP8L/CTDP1/FOXJ2/IK/WRAP73/DCTN2/PPP2R2D/SIRT7/ANAPC7/EHMT2",11
"GO:0006446","BP","GO:0006446","regulation of translational initiation","5/182","71/8790",0.0155954358252059,0.435052770758421,0.421591680462497,"EIF4H/NCBP1/EIF2B5/EIF4EBP2/YTHDF2",5
"GO:1903509","BP","GO:1903509","liposaccharide metabolic process","5/182","71/8790",0.0155954358252059,0.435052770758421,0.421591680462497,"GBA2/PIGS/PIGT/SLC30A5/GPAA1",5
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","10/182","220/8790",0.015987604641923,0.435052770758421,0.421591680462497,"DAZAP1/SNW1/PIAS4/HNRNPA2B1/NCBP1/SF1/YTHDF2/RNPS1/RBM15B/IKBKE",10
"GO:0015030","CC","GO:0015030","Cajal body","4/186","48/9106",0.0162947729759265,0.247316679415192,0.225288473151491,"EFTUD2/PRPF3/HNRNPA2B1/PRPF4",4
"GO:0048545","BP","GO:0048545","response to steroid hormone","9/182","189/8790",0.0166000930643442,0.435052770758421,0.421591680462497,"KDM1A/VPS18/HDAC1/CRY2/CASP9/VPS11/ESRRA/DDRGK1/RXRB",9
"GO:0098505","MF","GO:0098505","G-rich strand telomeric DNA binding","2/185","10/9060",0.0167552822115283,0.263405904119708,0.243845119603248,"HNRNPA2B1/TERF2",2
"GO:1990247","MF","GO:1990247","N6-methyladenosine-containing RNA reader activity","2/185","10/9060",0.0167552822115283,0.263405904119708,0.243845119603248,"HNRNPA2B1/YTHDF2",2
"GO:0140445","CC","GO:0140445","chromosome, telomeric repeat region","2/186","10/9106",0.016766012788645,0.247316679415192,0.225288473151491,"TINF2/TERF2",2
"GO:0080135","BP","GO:0080135","regulation of cellular response to stress","14/182","359/8790",0.0168604220929193,0.435052770758421,0.421591680462497,"KDM1A/TP53BP1/PIAS4/SMARCD2/ING4/OGG1/ARHGEF2/TERF2/VHL/KAT7/BRAF/USP19/SIRT7/DDRGK1",14
"GO:0098531","MF","GO:0098531","ligand-activated transcription factor activity","3/185","27/9060",0.0170924230632482,0.263405904119708,0.243845119603248,"ARNT/ESRRA/RXRB",3
"GO:0000338","BP","GO:0000338","protein deneddylation","2/182","10/8790",0.0172006089043339,0.435052770758421,0.421591680462497,"COPS7A/COPS7B",2
"GO:0071360","BP","GO:0071360","cellular response to exogenous dsRNA","2/182","10/8790",0.0172006089043339,0.435052770758421,0.421591680462497,"MUL1/PQBP1",2
