"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","34/757","72/3121",1.48600640037096e-05,0.000314720339885523,0.00027903498873637,"1438/9466/3588/3460/115650/6348/6351/6352/3553/958/1436/23765/8743/3560/939/5197/6374/8741/1230/1232/3566/50615/8809/7132/7850/5473/8807/1524/3557/1236/7048/356/3604/7292",34
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","44/757","102/3121",1.58416278465867e-05,0.000314720339885523,0.00027903498873637,"71/10379/4599/4600/637/3460/57506/3665/51284/5578/6352/3553/8743/3122/3109/3108/3112/3661/292/3115/3113/3111/3123/3119/3117/5371/4938/4940/4939/8766/5610/91543/5605/7416/6773/7132/3836/834/3127/64135/6772/10241/356/103",44
"hsa04820",NA,NA,"hsa04820","Cytoskeleton in muscle cells","28/757","56/3121",2.27436065423259e-05,0.000423599671850821,0.000375568765929198,"71/7791/1462/3695/7414/4001/10611/23002/1824/2273/7431/23224/9124/288/1298/3688/4635/3676/2201/1285/91010/7168/7171/1465/6711/481/2023/4000",28
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","24/757","46/3121",3.59254293850137e-05,0.00062975164451377,0.00055834568270207,"3689/6348/6352/3553/1514/3122/3109/3108/3112/3115/3113/3111/3123/3119/3117/155066/6374/8741/528/533/54/7097/942/3127",24
"hsa05322","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","15/757","24/3121",7.17108404194404e-05,0.00118721280249962,0.00105259771609822,"958/3122/3109/3108/3112/3115/3113/3111/3123/3119/3117/942/2209/3127/2212",15
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","11/757","16/3121",0.000205124419148995,0.00321721457402108,0.00285242267071456,"3689/5265/5329/1675/3684/2162/710/719/5270/2153/1378",11
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","17/757","33/3121",0.00061310701132691,0.00913529446877096,0.00809946630752919,"3588/6348/6351/6352/1436/8743/3560/5197/6374/1230/1232/8809/7132/5473/8807/1524/1236",17
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","19/757","40/3121",0.00107901482508018,0.0153117341844711,0.0135755749922368,"71/637/3689/958/3122/3109/3108/3133/3135/3112/3115/3113/3111/3123/3119/3107/3117/942/3127",19
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","31/757","79/3121",0.00197192247374083,0.0267105862352168,0.0236819397564091,"4318/4094/3695/860/958/1436/3684/4066/3002/6667/4299/3560/1053/5371/929/64919/4149/3480/7704/7850/942/9611/2209/6929/1050/1848/4005/64332/4609/8864/7048",31
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","24/757","58/3121",0.00274271876893579,0.0355360953540376,0.0315067464989877,"3460/4094/5534/3122/3109/3108/3112/3115/3113/3111/3123/3119/3117/3560/3566/3127/1432/6772/4853/84441/915/6775/919/864",24
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","36/757","102/3121",0.00722980779894526,0.0897701135035703,0.0795913051550553,"637/3588/3460/3689/26253/3553/3684/5534/3122/3109/3108/3112/3115/3113/3111/3123/3119/3117/3329/972/929/2207/533/64127/7132/6850/7097/2209/3127/7096/1432/8767/6772/2213/2212/1378",36
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","13/757","28/3121",0.00836383914915224,0.095905507761344,0.0850310224235159,"3939/669/130589/2203/7167/5214/3098/2597/3101/217/3945/3099/2023",13
"hsa04974","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","8/757","14/3121",0.00836759463689578,0.095905507761344,0.0850310224235159,"80781/1359/5547/9056/4311/1298/1285/481",8
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","10/757","20/3121",0.0109138299786639,0.120456345690439,0.106798102325327,"3689/948/3553/958/3043/5175/3820/7097/975/1378",10
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","7/757","12/3121",0.0118602077228241,0.126226496478628,0.111913990166498,"2203/7167/5209/5214/3098/3101/3099",7
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","25/757","68/3121",0.0134729206533307,0.134936854439064,0.119636702452155,"9466/3460/3553/4089/5534/3122/3109/3108/3112/3115/3113/3111/3123/3119/3117/3560/6095/3566/50615/3127/1432/6772/915/7048/919",25
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","30/757","85/3121",0.013584247091181,0.134936854439064,0.119636702452155,"10379/4689/3460/3553/126014/1436/353514/10288/11024/10859/11006/11025/102725035/107987425/107987462/79168/5534/55423/140885/653361/54/6773/7132/6850/2209/1432/6772/7048/2213/2212",30
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","15/757","36/3121",0.0154246144976367,0.143256181862193,0.127012722173827,"3689/5578/7414/3553/5269/3684/929/911/1285/5052/7850/383/7097/5272/912",15
"hsa00860","Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","9/757","18/3121",0.0156157821734445,0.143256181862193,0.127012722173827,"644/212/2395/7389/7390/2990/3145/2512/2495",9
"hsa05340","Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","10/757","21/3121",0.0164011384065756,0.143256181862193,0.127012722173827,"115650/958/6890/6891/64421/7374/973/926/925/915",10
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","13/757","30/3121",0.0164122292456888,0.143256181862193,0.127012722173827,"1066/1890/4830/7084/978/6240/2990/3615/51727/2948/2944/2947/2946",13
"hsa00531","Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","6/757","10/3121",0.0168253904871703,0.143256181862193,0.127012722173827,"3423/411/10855/2799/2990/6448",6
"hsa00052","Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","8/757","16/3121",0.022441736660803,0.185767709025536,0.164703973738642,"130589/8972/5214/3098/3101/2717/2683/3099",8
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","45/757","143/3121",0.0272746978431025,0.219671890736339,0.194763845195412,"6130/10379/6227/4599/4600/6187/57506/51284/5578/6206/3553/6188/1675/6133/2162/6209/3661/1536/6161/4938/4940/4939/6169/6231/7311/6156/5610/6157/719/6773/7132/6224/6124/6850/9636/7097/834/6210/64135/6137/1432/6772/6181/2212/103",45
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","6/757","11/3121",0.0295363673540517,0.231627301881774,0.205363662212382,"9380/6472/23464/212/669/26227",6
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","42/757","133/3121",0.0304784283536059,0.232886452548066,0.206480040938059,"10379/637/57506/3665/958/8819/5701/3122/7431/3109/3108/3133/3135/3112/3661/6890/3115/6891/3113/3111/3123/3119/3107/3117/4938/4940/4939/4067/5610/7874/6773/6850/9636/7097/3127/1871/1432/6772/4609/915/919/864",42
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","7/757","14/3121",0.0324320049619231,0.238844763852191,0.211762754245496,"3695/948/2811/1298/3688/3676/1285",7
"hsa04613","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","23/757","66/3121",0.0332248058101604,0.238844763852191,0.211762754245496,"71/23569/4689/3689/51284/5578/10105/3684/1536/292/653361/837/2811/5605/7416/6850/2357/7097/2209/834/1432/2212/1378",23
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","9/757","20/3121",0.0336626848382283,0.238844763852191,0.211762754245496,"71/3695/1824/51176/3688/6932/3676/1499/4000",9
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","13/757","33/3121",0.0379290474477178,0.262857119521393,0.233052409042281,"10161/10800/3001/5724/133/51738/2150/5732/5026/719/53829/84634/2357",13
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","22/757","64/3121",0.0427164593768418,0.289306929415883,0.256503141234146,"3588/3460/10105/958/3122/3109/3108/3304/3112/3115/3113/3111/3123/3119/3117/3688/3310/7132/7097/3127/1432/6772",22
"hsa04662","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","21/757","61/3121",0.0463238140001706,0.301944254549271,0.26770755171977,"3635/353514/10288/11024/10859/11006/11025/102725035/107987425/107987462/79168/5534/5777/8519/4067/5605/974/6850/973/975/2213",21
"hsa00561","Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","9/757","21/3121",0.0466088446619679,0.301944254549271,0.26770755171977,"56894/9663/2710/1606/253558/2717/129642/217/84649",9
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","28/757","86/3121",0.0482656948526018,0.30602504395905,0.271325630638366,"1522/3423/411/10577/285362/4864/3988/1514/4074/5660/1521/950/2799/2717/1200/1211/55353/5538/533/1512/1510/54/2990/6448/175/4125/2517/6556",28
"hsa00532","Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","5/757","10/3121",0.0694102961159844,0.41836139285608,0.370924442270845,"51363/10090/55501/166012/55790",5
"hsa04666","Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","18/757","53/3121",0.0701831923462901,0.41836139285608,0.370924442270845,"3635/3055/5578/4082/5058/3985/653361/2934/8395/4067/6850/2209/5580/10097/274/10092/2213/2212",18
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","6/757","13/3121",0.0701948645731678,0.41836139285608,0.370924442270845,"9619/19/5243/6890/6891/10057",6
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","8/757","20/3121",0.0872622063514681,0.509885048877206,0.452070460148989,"4318/9252/1612/1890/5605/23604/1871/4609",8
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","7/757","17/3121",0.0931057057063258,0.533567313470867,0.473067452070603,"10577/948/4864/3988/19/4043/7416",7
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","19/757","59/3121",0.101766086936267,0.566412849724259,0.50218871522709,"3939/3460/7076/5578/1536/5209/5214/3098/54583/2597/3101/3480/5605/8569/9470/3945/3099/6513/2023",19
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","5/757","11/3121",0.102638570084262,0.566412849724259,0.50218871522709,"2948/2944/2947/2946/8574",5
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","19/757","60/3121",0.116675194099325,0.632167415301799,0.560487535290539,"10379/3665/51284/6348/6351/6352/3553/958/3661/929/3663/5605/6773/7097/942/7096/1432/6772/7100",19
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","7/757","18/3121",0.121827691467122,0.648297358164327,0.574788544327962,"4502/79901/140803/2512/2495/481/493",7
"hsa04650","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","24/757","79/3121",0.125508883412538,0.656169250121691,0.581767862170768,"637/3460/3689/5578/8743/5058/5534/7462/5777/3133/3135/3002/3107/10870/100507436/2207/5605/6850/3824/3822/117157/356/919/51744",24
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","14/757","43/3121",0.136548927536396,0.694821689492397,0.616037598242994,"1436/3684/51176/1053/5371/929/7704/5605/6932/2209/1050/1848/4609/8864",14
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","10/757","29/3121",0.142150120480482,0.694821689492397,0.616037598242994,"6240/51056/2729/290/2879/2876/2948/2944/2947/2946",10
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","5/757","12/3121",0.142228600869249,0.694821689492397,0.616037598242994,"5578/3553/3043/2150/356",5
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","5/757","12/3121",0.142228600869249,0.694821689492397,0.616037598242994,"6817/2948/2944/2947/2946",5
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","37/757","130/3121",0.149694974384393,0.719501651073373,0.637919160789179,"8881/821/3689/9586/115650/119504/4089/958/5534/3122/3109/3108/5902/3133/3135/3112/292/3115/3113/3111/3123/3119/3107/3117/3560/5605/7416/7132/7850/5423/6929/3127/1871/4609/915/7048/6513",37
"hsa04961","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","7/757","19/3121",0.154497446137676,0.730797443635355,0.647934151721915,"5578/8766/1211/1175/26052/481/493",7
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","31/757","108/3121",0.162414932094594,0.744647828175633,0.660214075846287,"10379/57506/3665/6352/3553/4671/3661/1536/4938/4940/4939/837/838/9927/7295/7416/64127/6773/2633/2634/834/5580/58484/1432/8767/6772/91662/115362/3428/2635/9447",31
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","18/757","59/3121",0.163541034342605,0.744647828175633,0.660214075846287,"2098/6472/847/1892/2746/2203/7167/5214/3098/4190/4329/2597/3101/26227/22934/51/3099/2023",18
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","19/757","63/3121",0.168841255432838,0.744647828175633,0.660214075846287,"6472/2643/212/1719/51109/112724/4830/27235/27010/7389/7390/2729/129607/2990/3145/217/8564/249/51727",19
"hsa00500","Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","6/757","16/3121",0.169919638644104,0.744647828175633,0.660214075846287,"5836/8972/2992/3098/3101/3099",6
"hsa01250","Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","6/757","16/3121",0.169919638644104,0.744647828175633,0.660214075846287,"3098/3101/55577/55907/6675/3099",6
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","13/757","41/3121",0.17311629777876,0.747661691856095,0.662886205071988,"3689/3553/3684/4671/3304/3329/929/3310/7097/834/58484/1378/7100",13
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","7/757","20/3121",0.190701036791787,0.798093000284831,0.707599233738935,"6472/1719/3553/239/2352/10057/4524",7
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","7/757","20/3121",0.190701036791787,0.798093000284831,0.707599233738935,"8031/51176/8030/5605/6932/4609/1499",7
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","25/757","87/3121",0.192827838994993,0.798093000284831,0.707599233738935,"10379/4599/4600/637/57506/3665/51284/868/3553/3304/3661/3560/4938/4940/4939/5610/3310/6773/7097/64135/6772/915/2213/356/103",25
"hsa00564","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","10/757","31/3121",0.198943827489829,0.809085161326255,0.717345021168809,"56894/8760/9663/56994/1606/23761/253558/9791/9489/129642",10
"hsa00062","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","4/757","10/3121",0.206692049522771,0.809085161326255,0.717345021168809,"1892/5538/117145/11332",4
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","4/757","10/3121",0.206692049522771,0.809085161326255,0.717345021168809,"51176/5727/6932/1499",4
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","11/757","35/3121",0.209058917523898,0.809085161326255,0.717345021168809,"4242/83464/5663/1488/8650/7090/151636/4853/23462/84441/23385",11
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","11/757","35/3121",0.209058917523898,0.809085161326255,0.717345021168809,"3689/3553/3684/3661/3659/710/6374/929/3688/834/1432",11
"hsa04216","Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","9/757","28/3121",0.219866425129847,0.840002496008904,0.744756716701642,"8031/51703/6303/1536/2729/2180/2879/2512/2495",9
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","5/757","14/3121",0.236545617594688,0.881132425540212,0.781223026529824,"3939/1892/4329/51/3945",5
"hsa04973","Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","5/757","14/3121",0.236545617594688,0.881132425540212,0.781223026529824,"8972/3098/3101/481/3099",5
"hsa04670","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","16/757","56/3121",0.267845390745484,0.985406499285854,0.873673724199044,"71/4267/4689/4318/3689/5578/7414/3684/5175/1536/653361/3688/3676/83700/1432/1499",16
"hsa00520","Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","7/757","22/3121",0.271525649634344,0.986763946232129,0.874877253635692,"3098/3101/55577/55907/80896/6675/3099",7
"hsa00514","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","5/757","15/3121",0.288856105618074,0.999997108517463,0.886609940790827,"11226/4242/56983/8703/2683",5
"hsa05130","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","28/757","104/3121",0.293750340608161,0.999997108517463,0.886609940790827,"71/2017/81027/23191/3553/6188/8743/5058/4671/10376/5777/27128/7280/2597/837/3688/2768/7132/834/7846/3071/1432/10097/4542/10092/356/2212/7100",28
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","31/757","116/3121",0.296519902689883,0.999997108517463,0.886609940790827,"10379/637/3665/3055/8678/2788/5534/3133/3135/3661/51176/3107/54331/100507436/4067/7311/5610/5605/1230/1232/6932/6773/7132/2791/6850/942/1871/1432/6772/4609/1499",31
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","24/757","89/3121",0.31018776839161,0.999997108517463,0.886609940790827,"10379/4599/4600/637/57506/3665/3434/5521/3661/4938/4940/4939/5610/91543/5605/6773/7132/5516/975/1871/6772/4609/1499/356",24
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","7/757","23/3121",0.314896986754652,0.999997108517463,0.886609940790827,"71/3695/3688/3676/7168/7171/4000",7
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","8/757","27/3121",0.323022479513043,0.999997108517463,0.886609940790827,"1890/4830/7084/978/6240/129607/51251/51727",8
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","17/757","62/3121",0.323808949796133,0.999997108517463,0.886609940790827,"10379/26253/338339/22800/868/3553/5058/5534/3659/2207/6773/6850/834/5580/602/1432/6772",17
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","4/757","12/3121",0.328112470511112,0.999997108517463,0.886609940790827,"1892/4329/51/217",4
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","6/757","20/3121",0.352608287367814,0.999997108517463,0.886609940790827,"3939/9380/4190/2739/217/3945",6
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","7/757","24/3121",0.359370189387187,0.999997108517463,0.886609940790827,"71/3695/3688/3676/7168/7171/4000",7
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","9/757","33/3121",0.407017820670276,0.999997108517463,0.886609940790827,"3939/5214/3098/3101/5605/3945/4609/3099/6513",9
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","12/757","45/3121",0.407940356066555,0.999997108517463,0.886609940790827,"4860/1890/132/4830/7084/978/6240/129607/51251/3615/51727/84284",12
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","48/757","191/3121",0.414163234375556,0.999997108517463,0.886609940790827,"10379/6431/637/3460/57506/3665/8892/6352/3553/3122/3109/3108/3133/3135/3112/3661/6890/3115/6891/3113/3111/3123/3119/3107/3117/684/29990/5371/972/4938/4940/4939/155061/10781/5610/6732/6773/7132/6850/7097/8683/121274/10929/3127/64135/6772/9422/356",48
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","35/757","139/3121",0.430781039258113,0.999997108517463,0.886609940790827,"71/7307/102724594/2017/9252/8678/7414/55062/6352/3553/11335/4671/3661/27128/3098/929/3101/837/7311/3688/7416/92610/7132/58528/834/5580/58484/1432/8767/831/10241/10097/10092/3099/7100",35
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","17/757","66/3121",0.434059579429357,0.999997108517463,0.886609940790827,"71/6612/4318/3553/1514/5175/653361/7295/7132/7850/1432/10365/1499/2948/2944/2947/2946",17
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","13/757","50/3121",0.439935788072507,0.999997108517463,0.886609940790827,"3460/6348/6352/3553/5521/7132/5516/7097/1432/915/7048/356/919",13
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","40/757","160/3121",0.442228106198515,0.999997108517463,0.886609940790827,"71/81027/23191/79026/3553/6188/8743/4074/5058/84516/4671/10376/51176/27128/7280/2597/929/388/837/838/5605/7295/302/6932/7132/7097/3836/79443/834/6281/7846/3071/58484/1432/8767/10097/4609/1499/10092/7100",40
"hsa04520","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","11/757","42/3121",0.442994538292699,0.999997108517463,0.886609940790827,"71/7414/4089/5777/51176/3480/6932/5795/52/7048/1499",11
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","8/757","30/3121",0.447625240373454,0.999997108517463,0.886609940790827,"6472/7167/5214/2597/26227/22934/383/2023",8
"hsa04721","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","7/757","26/3121",0.449112289789233,0.999997108517463,0.886609940790827,"155066/1211/528/533/1175/26052/8775",7
"hsa00513","Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","6/757","22/3121",0.450497385634121,0.999997108517463,0.886609940790827,"11282/746/1650/8703/2683/57134",6
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","6/757","22/3121",0.450497385634121,0.999997108517463,0.886609940790827,"4174/6117/2237/6118/5984/4176",6
"hsa00565","Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","3/757","10/3121",0.452020109040167,0.999997108517463,0.886609940790827,"56994/7941/255043",3
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","4/757","14/3121",0.45238716645081,0.999997108517463,0.886609940790827,"9380/6472/847/4190",4
"hsa03430","Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","4/757","14/3121",0.45238716645081,0.999997108517463,0.886609940790827,"27030/6117/6118/5984",4
"hsa03440","Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","4/757","14/3121",0.45238716645081,0.999997108517463,0.886609940790827,"10111/29086/6117/6118",4
