"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019208","MF","GO:0019208","phosphatase regulator activity","17/1285","42/5905",0.00466138146171656,0.840450857229771,0.838709351102067,"SBF2/PPP1R15A/PPP2R2A/BOD1/ENSA/PPP2R1B/PPP2R5D/ARPP19/PPP2R5C/CALM2/CALM1/PPP1R2/STYX/PPP6R3/PPP1R12A/SET/SHOC2",17
"GO:0036126","CC","GO:0036126","sperm flagellum","12/1288","26/5920",0.00480442014437918,0.505128324270449,0.502521882968744,"VPS13A/SLIRP/HSP90AA1/RNF38/TTLL3/RAP1A/CALM2/TOMM20/CALM1/PRKAR1A/SQSTM1/ABHD2",12
"GO:0007052","BP","GO:0007052","mitotic spindle organization","22/1255","59/5732",0.00495930743470506,0.999999395368632,0.999999395368632,"SPAST/DCTN1/PIBF1/NUMA1/SASS6/CHMP1B/BCCIP/RMDN1/FLNA/MAP4/RAE1/GOLGA2/RHOA/CHMP2B/DCTN6/SMC3/STAG2/VPS4B/CHMP3/TPR/HNRNPU/LSM14A",22
"GO:0140694","BP","GO:0140694","non-membrane-bounded organelle assembly","56/1255","187/5732",0.00554779794402907,0.999999395368632,0.999999395368632,"JMJD6/PIBF1/CAPN3/NUMA1/SASS6/EIF1AX/TIA1/CHMP1B/PUM2/MDN1/TMOD3/YTHDF3/BCCIP/HAUS2/FLNA/EIF2S1/RPL5/CSDE1/GOLGA2/RHOA/CNOT6/EIF5B/RPS27L/EIF5/CHMP2B/DHX29/RPL11/SMC3/CFLAR/LCP1/AKAP13/FLII/STAG2/CNOT7/CNOT1/WDR1/BIN2/YTHDF1/CETN2/RPSA/RPS5/VPS4B/BRIX1/CHMP3/CEP63/PRKAR1A/C9orf72/TPR/SQSTM1/HNRNPU/DDX3X/LSM14A/SENP6/LSM3/MRPL20/NEK7",56
"GO:0003729","MF","GO:0003729","mRNA binding","61/1285","208/5905",0.00565443910998666,0.840450857229771,0.838709351102067,"HNRNPA0/SYNCRIP/PCF11/SERBP1/LARP4/UTP23/TIA1/FUBP1/PUM2/HSP90AA1/RARA/THOC2/ELAVL1/ZFP36L2/YTHDF3/HNRNPA3/SRRM2/LARP7/RBMS1/NUDT21/RBMX/LRPPRC/RPL5/SRSF7/LUC7L2/ETF1/RBM5/RPS7/ILF3/ACO1/FUS/HNRNPK/RPL35/CSTF3/METTL3/RPL41/CNBP/RBM25/HNRNPC/SRSF1/YTHDC1/YTHDF1/CELF2/AGO2/RPS5/EIF4G1/SF3B1/DDX59/EXOSC8/LUC7L3/IREB2/TPR/HNRNPU/GNL3/DDX3X/LSM14A/NCBP2/HNRNPR/SECISBP2/SRSF4/NUP98",61
"GO:0043604","BP","GO:0043604","amide biosynthetic process","125/1255","469/5732",0.00625814930118697,0.999999395368632,0.999999395368632,"RPS10/SYNCRIP/SERBP1/ELAC1/RPL36A/EARS2/ACSL4/B4GALT5/LTN1/NARS2/LARP4/NEMF/MRPS6/PPP1R15A/EIF1AX/TIA1/PUM2/RPS17/RARA/ST3GAL2/MAPKAPK5/MTIF2/ELAVL1/USP16/CERS6/EIF2AK4/ZFP36L2/YTHDF3/DHPS/TNRC6A/MRPS11/LARS2/AASDH/EIF4A2/MRPS15/EIF2S1/MRPS25/DDX1/RPL15/DAP3/LRPPRC/RPL5/AGO3/CSDE1/ETF1/GCLM/BZW2/EIF3G/CNOT6/EIF5B/RPS7/CLN8/RPS24/ALKBH1/ILF3/EIF3H/ACO1/RPL18A/MRPS35/UQCC2/RPS27L/RGS2/MRPL52/EIF5/RPL31/DHX29/MRPL3/RPL35/RARS2/UGCG/RPL27/UHMK1/METTL3/RPL11/CAPRIN2/MRPS10/PDK4/RPL41/CNBP/GFM1/OGT/CNOT7/RPL35A/RPS27A/CNOT1/CD28/RPL34/RPL8/SPTLC1/BZW1/YTHDF1/RPS16/PDHA1/SH3BGRL/RPSA/AGO2/RPS5/ABCE1/EIF4G1/ELP2/ACSL3/MTIF3/RPL29/TRNT1/SRP9/MRPL50/IREB2/ELOVL5/METTL5/ORMDL1/TPR/HNRNPU/HBS1L/MAGOH/GIGYF2/RPL37/MRPL32/DDX3X/LSM14A/MRPS14/NCBP2/MRPL20/SECISBP2/ABCF1/RPL36",125
"GO:0031248","CC","GO:0031248","protein acetyltransferase complex","23/1288","64/5920",0.00640731998826814,0.505128324270449,0.502521882968744,"ING5/EPC1/DR1/BRD1/MEAF6/PHF20L1/ACTB/MSL2/NAA38/NAA15/MRGBP/OGT/MSL3/NAA16/KANSL2/NAA25/NAA50/ATF2/TAF2/MORF4L2/PHF20/CREBBP/TAF9",23
"GO:0022626","CC","GO:0022626","cytosolic ribosome","33/1288","101/5920",0.0069030222436561,0.505128324270449,0.502521882968744,"RPS10/RPL36A/LTN1/LARP4/NEMF/RPS17/EIF2AK4/RPL15/RPL5/ETF1/RPS7/RPS24/RPL18A/RPS27L/RPL31/DHX29/RPL35/RPL27/RPL11/RPL41/RPL35A/RPS27A/RPL34/RPL8/RPS16/RPSA/RPS5/ABCE1/RPL29/HBS1L/RPL37/DDX3X/RPL36",33
"GO:0006413","BP","GO:0006413","translational initiation","31/1255","93/5732",0.00690825670305826,0.999999395368632,0.999999395368632,"PPP1R15A/EIF1AX/RPS17/MTIF2/EIF2AK4/YTHDF3/EIF4A2/EIF2S1/DDX1/CSDE1/BZW2/EIF3G/EIF5B/ALKBH1/EIF3H/EIF5/DHX29/UHMK1/METTL3/BZW1/YTHDF1/SH3BGRL/AGO2/RPS5/ABCE1/EIF4G1/MTIF3/TPR/GIGYF2/DDX3X/NCBP2",31
"GO:1902562","CC","GO:1902562","H4 histone acetyltransferase complex","12/1288","27/5920",0.00696419508771061,0.505128324270449,0.502521882968744,"EPC1/MEAF6/PHF20L1/ACTB/MSL2/MRGBP/OGT/MSL3/KANSL2/ATF2/MORF4L2/PHF20",12
"GO:0034451","CC","GO:0034451","centriolar satellite","22/1288","61/5920",0.00722967663027991,0.505128324270449,0.502521882968744,"CCDC14/PACSIN2/PIBF1/MIB1/ODF2L/CSPP1/RBM39/NUDT21/CEP57/CCDC18/CCDC66/NEK1/CCDC112/FLII/CEP290/C2CD5/SPAG9/PXK/CHD3/CEP63/KIF5B/TRAT1",22
"GO:0006360","BP","GO:0006360","transcription by RNA polymerase I","16/1255","40/5732",0.00726792856765094,0.999999395368632,0.999999395368632,"POLR2H/TAF1A/POLR2K/DEDD/UTP15/FLNA/SMARCA4/PWP1/ZMPSTE24/WDR43/MAF1/SPTY2D1/ACTR6/SF3B1/NOL11/CREBBP",16
"GO:0007189","BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","11/1255","24/5732",0.00769567571530013,0.999999395368632,0.999999395368632,"S1PR1/LPAR1/ARRDC3/PDE4B/GNB1/PTGER4/GNAI2/AKAP13/PRKAR1A/GPR65/GNAQ",11
"GO:1902493","CC","GO:1902493","acetyltransferase complex","23/1288","65/5920",0.00792358155718352,0.505128324270449,0.502521882968744,"ING5/EPC1/DR1/BRD1/MEAF6/PHF20L1/ACTB/MSL2/NAA38/NAA15/MRGBP/OGT/MSL3/NAA16/KANSL2/NAA25/NAA50/ATF2/TAF2/MORF4L2/PHF20/CREBBP/TAF9",23
"GO:0000377","BP","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","59/1255","202/5732",0.00805180148293962,0.999999395368632,0.999999395368632,"USP49/CWC27/CDC5L/JMJD6/SYNCRIP/CACTIN/SNRPD1/SNRPB2/CWF19L2/METTL16/PAXBP1/TIA1/TRA2A/GEMIN2/RBMX2/TGS1/HNRNPA3/SRRM2/RBM39/LARP7/SDE2/RBMX/DDX1/SNRPA1/SRSF7/LUC7L2/RBM5/SRSF2/PLRG1/RBM7/HNRNPK/SRPK2/METTL3/ZCRB1/RNPC3/RBM25/HNRNPC/SRSF1/YTHDC1/SRSF3/SCAF11/SRSF10/CELF2/SF3B1/PNN/LUC7L3/LSM5/HNRNPU/MAGOH/SLU7/UBL5/PSIP1/NCBP2/HNRNPR/PPWD1/LSM3/SRSF4/NUP98/HNRNPH3",59
"GO:0000398","BP","GO:0000398","mRNA splicing, via spliceosome","59/1255","202/5732",0.00805180148293962,0.999999395368632,0.999999395368632,"USP49/CWC27/CDC5L/JMJD6/SYNCRIP/CACTIN/SNRPD1/SNRPB2/CWF19L2/METTL16/PAXBP1/TIA1/TRA2A/GEMIN2/RBMX2/TGS1/HNRNPA3/SRRM2/RBM39/LARP7/SDE2/RBMX/DDX1/SNRPA1/SRSF7/LUC7L2/RBM5/SRSF2/PLRG1/RBM7/HNRNPK/SRPK2/METTL3/ZCRB1/RNPC3/RBM25/HNRNPC/SRSF1/YTHDC1/SRSF3/SCAF11/SRSF10/CELF2/SF3B1/PNN/LUC7L3/LSM5/HNRNPU/MAGOH/SLU7/UBL5/PSIP1/NCBP2/HNRNPR/PPWD1/LSM3/SRSF4/NUP98/HNRNPH3",59
"GO:0019888","MF","GO:0019888","protein phosphatase regulator activity","14/1285","34/5905",0.00829167469382419,0.840450857229771,0.838709351102067,"PPP1R15A/PPP2R2A/BOD1/ENSA/PPP2R1B/PPP2R5D/ARPP19/PPP2R5C/CALM2/CALM1/PPP1R2/PPP6R3/SET/SHOC2",14
"GO:0034660","BP","GO:0034660","ncRNA metabolic process","83/1255","299/5732",0.00832822849891109,0.999999395368632,0.999999395368632,"OSGEP/TSEN2/ELAC1/EARS2/MPHOSPH10/GATA3/NARS2/DTWD1/FAM98A/JUN/UTP23/METTL16/DEDD/NR3C1/PUM2/THADA/SPI1/RPS17/METTL15/RARA/TSR1/INTS2/METTL4/UTP15/WDR74/DICER1/C2orf49/LARS2/WDR36/LARP7/EXOSC6/SDE2/SMARCA4/NOP58/DDX1/TRMT11/RPL5/AGO3/DIMT1/OSGEPL1/GTF3C3/PWP1/ZMPSTE24/KRR1/RPS7/NSA2/RRP15/RPS24/ALKBH1/RBM7/DDX18/DEDD2/EXOSC3/WDR43/RPL35/RARS2/RPL27/INTS8/WDR12/METTL3/RPL11/RIOK2/TRMT1L/SNAPC5/RPL35A/MTO1/SRSF3/RPS16/TP53RK/DPH3/AGO2/YY1/ELP2/BRIX1/EXOSC8/TRNT1/METTL5/GNL3/ZCCHC7/NOL11/NCBP2/HIF1A/SMAD2",83
"GO:0016747","MF","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","33/1285","103/5905",0.00956001196774504,0.840450857229771,0.838709351102067,"OSGEP/PIGW/CLOCK/MBOAT1/CRLS1/NAT1/BRD1/GNPAT/SMARCE1/LIPT1/CERS6/CLN5/ZDHHC17/MEAF6/OSGEPL1/DBT/HAT1/CASD1/NAA15/MSL3/NAA16/AGPAT5/SPTLC1/NAA50/ABHD4/ATF2/ELOVL5/ESCO1/ABHD5/PHF10/CREBBP/ZDHHC6/TAF9",33
"GO:0003730","MF","GO:0003730","mRNA 3'-UTR binding","23/1285","66/5905",0.00974391287521527,0.840450857229771,0.838709351102067,"HNRNPA0/SERBP1/LARP4/UTP23/TIA1/PUM2/ELAVL1/ZFP36L2/HNRNPA3/RBMS1/NUDT21/LRPPRC/RPL5/RPS7/ILF3/FUS/RPL41/HNRNPC/CELF2/AGO2/EXOSC8/HNRNPU/SECISBP2",23
"GO:0044615","CC","GO:0044615","nuclear pore nuclear basket","6/1288","10/5920",0.0097622111076472,0.553191962766675,0.55033751507438,"MAD2L1/NUP35/CETN3/CETN2/TPR/NUP98",6
"GO:0070628","MF","GO:0070628","proteasome binding","6/1285","10/5905",0.00977229907446789,0.840450857229771,0.838709351102067,"SACS/RAD23B/ADRM1/PSMG1/USP14/BAG6",6
"GO:0016071","BP","GO:0016071","mRNA metabolic process","117/1255","443/5732",0.010861330470674,0.999999395368632,0.999999395368632,"AKAP17A/USP49/CWC27/RPRD2/SLTM/HNRNPA0/CDC5L/JMJD6/SMG1/SYNCRIP/TSEN2/PCF11/SERBP1/CEBPG/CACTIN/DCP2/SNRPD1/SNRPB2/CWF19L2/METTL16/PAXBP1/TIA1/PUM2/THOC7/RARA/THOC2/ELAVL1/TRA2A/METTL4/TAF13/ZFP36L2/GEMIN2/RBMX2/YTHDF3/TNRC6A/TGS1/HNRNPA3/SRRM2/RBM39/LARP7/EXOSC6/NUDT21/SDE2/MBNL2/RBMX/FLNA/PAPOLA/SREK1/WDR33/ARMC7/DDX1/SNRPA1/AGO3/SRSF7/CSDE1/LUC7L2/ETF1/FIP1L1/RBM5/CNOT6/IWS1/SRSF2/PLRG1/SRSF11/RBM7/EXOSC3/FUS/HNRNPK/PAPOLG/SRPK2/CSTF3/METTL3/SNRNP48/ZCRB1/CNOT7/RNPC3/RBM25/HNRNPC/CNOT1/SRSF1/YTHDC1/SMNDC1/SRSF3/SCAF11/YTHDF1/RXRA/SRSF10/CELF2/AGO2/ATF2/SF3B1/PNN/EXOSC8/LUC7L3/TRAF5/IREB2/ZRANB2/TAF2/LSM5/HNRNPU/HBS1L/MAGOH/GIGYF2/SLU7/ZCCHC7/UBL5/PSIP1/RBM26/NCBP2/HNRNPR/PPWD1/LSM3/SECISBP2/SRSF4/NUP98/HNRNPH3/TAF9",117
"GO:0007051","BP","GO:0007051","spindle organization","30/1255","92/5732",0.0109452134470402,0.999999395368632,0.999999395368632,"SPAST/DCTN1/PIBF1/NUMA1/SASS6/CHMP1B/ATRX/BCCIP/RMDN1/HAUS2/FLNA/MAP4/RAE1/GOLGA2/RHOA/MYH9/RGS14/CHMP2B/DCTN6/SMC3/STAG2/VPS4B/CHD3/CHMP3/CEP63/TPR/HNRNPU/LSM14A/SENP6/NEK7",30
"GO:0090307","BP","GO:0090307","mitotic spindle assembly","14/1255","35/5732",0.0117246829926829,0.999999395368632,0.999999395368632,"PIBF1/CHMP1B/BCCIP/FLNA/GOLGA2/RHOA/CHMP2B/SMC3/STAG2/VPS4B/CHMP3/TPR/HNRNPU/LSM14A",14
"GO:2000059","BP","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","14/1255","35/5732",0.0117246829926829,0.999999395368632,0.999999395368632,"PDCL3/PRMT6/WAC/PHF20L1/RPL5/RPS7/EIF3H/RPL11/USP38/OGT/STYX/USP14/BAG6/TAF9",14
"GO:0019783","MF","GO:0019783","ubiquitin-like protein peptidase activity","19/1285","53/5905",0.0129950727157517,0.840450857229771,0.838709351102067,"USP49/USP42/DESI2/OTUD1/USP33/CYLD/USP16/STAMBPL1/OTUD6B/TANK/USP25/EIF3H/USP1/USP34/USP38/UFSP2/USP14/USP8/SENP6",19
"GO:0070063","MF","GO:0070063","RNA polymerase binding","15/1285","39/5905",0.0130731172529561,0.840450857229771,0.838709351102067,"RPRD2/PCF11/YTHDC2/WAC/ERCC5/CTR9/CCNT2/WDR43/MAF1/SMYD2/SPTY2D1/BRD4/AGO2/ELP2/HNRNPU",15
"GO:0101005","MF","GO:0101005","deubiquitinase activity","17/1285","46/5905",0.0132354465705476,0.840450857229771,0.838709351102067,"USP49/USP42/DESI2/OTUD1/USP33/CYLD/USP16/STAMBPL1/OTUD6B/TANK/USP25/EIF3H/USP1/USP34/USP38/USP14/USP8",17
"GO:0006397","BP","GO:0006397","mRNA processing","82/1255","301/5732",0.0142267536446421,0.999999395368632,0.999999395368632,"AKAP17A/USP49/CWC27/RPRD2/SLTM/HNRNPA0/CDC5L/JMJD6/SYNCRIP/TSEN2/PCF11/CACTIN/SNRPD1/SNRPB2/CWF19L2/METTL16/PAXBP1/TIA1/THOC7/THOC2/TRA2A/GEMIN2/RBMX2/TGS1/HNRNPA3/SRRM2/RBM39/LARP7/NUDT21/SDE2/MBNL2/RBMX/PAPOLA/SREK1/WDR33/ARMC7/DDX1/SNRPA1/SRSF7/LUC7L2/FIP1L1/RBM5/IWS1/SRSF2/PLRG1/SRSF11/RBM7/HNRNPK/PAPOLG/SRPK2/CSTF3/METTL3/SNRNP48/ZCRB1/RNPC3/RBM25/HNRNPC/SRSF1/YTHDC1/SMNDC1/SRSF3/SCAF11/SRSF10/CELF2/SF3B1/PNN/LUC7L3/ZRANB2/LSM5/HNRNPU/MAGOH/SLU7/UBL5/PSIP1/RBM26/NCBP2/HNRNPR/PPWD1/LSM3/SRSF4/NUP98/HNRNPH3",82
"GO:0005637","CC","GO:0005637","nuclear inner membrane","11/1288","26/5920",0.0147728723886982,0.641708515327154,0.638397325877582,"MATR3/ATP11B/DPY19L4/LRPPRC/ZMPSTE24/PTGS2/SUN1/TOR1AIP1/RNF13/LBR/ITPR1",11
"GO:0000993","MF","GO:0000993","RNA polymerase II complex binding","11/1285","26/5905",0.0147949309168154,0.854071012016162,0.852301283437596,"RPRD2/PCF11/WAC/ERCC5/CTR9/WDR43/SMYD2/BRD4/AGO2/ELP2/HNRNPU",11
"GO:0090224","BP","GO:0090224","regulation of spindle organization","11/1255","26/5732",0.0154757491635653,0.999999395368632,0.999999395368632,"DCTN1/NUMA1/SASS6/CHMP1B/RAE1/CHMP2B/VPS4B/CHMP3/TPR/HNRNPU/SENP6",11
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","24/1255","72/5732",0.0162771350261505,0.999999395368632,0.999999395368632,"SPAST/DCTN1/PIBF1/NUMA1/SASS6/MAD2L1/CHMP1B/BCCIP/RMDN1/FLNA/MAP4/RAE1/GOLGA2/RHOA/CHMP2B/DCTN6/SMC3/STAG2/VPS4B/CHMP3/TPR/HNRNPU/LSM14A/PAFAH1B1",24
"GO:0006417","BP","GO:0006417","regulation of translation","62/1255","221/5732",0.0166385260786834,0.999999395368632,0.999999395368632,"SYNCRIP/SERBP1/LARP4/PPP1R15A/TIA1/PUM2/RARA/MAPKAPK5/MTIF2/ELAVL1/USP16/EIF2AK4/ZFP36L2/YTHDF3/TNRC6A/EIF4A2/EIF2S1/DDX1/LRPPRC/RPL5/AGO3/CSDE1/ETF1/BZW2/CNOT6/EIF5B/ALKBH1/ILF3/EIF3H/ACO1/UQCC2/RPS27L/RGS2/EIF5/DHX29/UHMK1/METTL3/CAPRIN2/CNBP/OGT/CNOT7/CNOT1/CD28/BZW1/YTHDF1/SH3BGRL/AGO2/ABCE1/EIF4G1/ELP2/SRP9/IREB2/METTL5/TPR/HNRNPU/HBS1L/MAGOH/GIGYF2/DDX3X/LSM14A/NCBP2/SECISBP2",62
"GO:0005840","CC","GO:0005840","ribosome","50/1288","174/5920",0.0170496014388066,0.641708515327154,0.638397325877582,"RPS10/PSMA6/RPL36A/LTN1/NUFIP2/LARP4/NEMF/MRPS6/RPS17/EIF2AK4/MRPS11/MRPS15/MRPS25/RPL15/DAP3/RPL5/ETF1/RPS7/RPS24/RPL18A/MRPS35/RPS27L/MRPL52/RPL31/DHX29/MRPL3/RPL35/RPL27/RPL11/MRPS10/RPL41/RPL35A/RPS27A/RPL34/RPL8/RPS16/RPSA/RPS5/ABCE1/EIF4G1/RPL29/MRPL50/DNAJC21/HBS1L/RPL37/MRPL32/DDX3X/MRPS14/MRPL20/RPL36",50
"GO:0000786","CC","GO:0000786","nucleosome","9/1288","20/5920",0.0171464624341598,0.641708515327154,0.638397325877582,"GLYR1/EPC1/SHPRH/MEAF6/ACTB/MRGBP/HP1BP3/ACTR6/MORF4L2",9
"GO:0000922","CC","GO:0000922","spindle pole","27/1288","84/5920",0.0171648013832665,0.641708515327154,0.638397325877582,"SPAST/NSL1/DCTN1/NUMA1/MAD2L1/CSPP1/BOD1/CEP95/BCCIP/RMDN1/RAE1/CALM2/GOLGA2/RGS14/PPP2CA/CALM1/SMC3/NEDD1/STAG2/YPEL5/DCTN4/VPS4B/DYNC1LI1/CEP63/HNRNPU/NEK7/NEDD9",27
